text,label,document_index,subset
ive found dead link main page chukwa compon think good idea generat html last build link updat automat packag,documentation_debt,871,train
chukwa050 dead link main page,documentation_debt,872,train
definit requir implement interfac threadsaf harfsinputstream doesnt implement interfac treadsaf jira fix,requirement_debt,873,train
would make ad common option hadoopusag output easier entri autopopul similar happen fsshell part java code,code/design_debt,875,train
add debug option rework classpath export consistentsaf,code/design_debt,876,train
replac if function ad messag fill blank get ad never happi even code,code/design_debt,877,train
part hadoop9902 java execut across mani differ shell bit consolid effect two routin prior call two routin classpath export export realli get handl exec function individu shell bit addit would good bash would show content classpath even debug classpath option would echo classpath screen prior java exec help debug,code/design_debt,878,train
classpath handl consolid debugg,code/design_debt,879,train
potenti resourc leak due unclos stream,code/design_debt,880,train
window maximum path length 260 charact kms includ sever long class file name packag creation distro path get even longer prepend standard war directori structur sharehadoopetc structur end result final path longer 260 charact make imposs deploy distro window,code/design_debt,881,train
kms cannot deploy window class name long,code/design_debt,882,train
remoteexcept number undocu behavior javadoc getclassnam read sourc string return classnam wrap remot except string equival call string null constructor allow null argument test code doesnt check correct error code correspond wrap except type method dont document might return null,documentation_debt,883,train
clean remoteexcept,code/design_debt,884,train
stackmessag littl valu,code/design_debt,885,train
realli wish could catch throw stack trace figur whywhatwher broke end user perspect stack complet unfriend,code/design_debt,886,train
agre someth minim littleno work though look like coupl test pick chang text could long term replic stuff network error point wiki page anyon go make sens dont want write wiki page,test_debt,887,train
test failur spurious regress appear test fail test code assertequ expect string propag under except messag break comparison fix could done first place use probe,code/design_debt,888,train
patch 002 patch test make less brittl except string,code/design_debt,889,train
someth fail kerbero login fail use inform except inner code caught convert loginexcept except arent wrap text stack trace lost somewher javax code leav text login fail stack trace valu whatsoev,code/design_debt,890,train
tez provid tez shuffl handler similar shuffl handler ad featur support may interact need test verifi happi verifi patch avail,test_debt,892,train
patch fix typo,documentation_debt,893,train
thank quick review commit mention ftr patch doesnt need test sinc log messag typo fix,documentation_debt,894,train
fix typo rpcutil log messag,documentation_debt,895,train
thank patch look good one minor nit might good enclos last condit one check nest class parenthes clariti,code/design_debt,896,train
thank review clariti subject matter find redund parenthes distract especi indent alreadi use emphas group oper case leav committ strong prefer one way anoth,code/design_debt,897,train
jira keep eat comment issu sigh actual think backward sinc hadoop may use third parti librari must use final shutdown hook clean proper problem explicit close method user must call forc user rememb cleanup librari errorpron librari foo done mean librari bar done bar lose foo call close said think relat minor chang get effect want minim garbag usag filesystem done fix hadoop1160 filesystemcloseal actual close client filesystemcloseal clear cach map via reset dfsclientclos method remov client clientfin constructor add clientfin closeal call youll still dfsclient class load much els particular youll instanc dfsclient left,code/design_debt,898,train
closeal method also remov clientfin shutdown hook avoid classload class load classload load hadoop kept memori,code/design_debt,899,train
clientfin shutdown hook use lead sever memori leak use dfsclient dynam class load context webapp class retain memori shutdown hook retain also current classload thus class load classload thread put shutdown hook never garbag collect,code/design_debt,900,train
remov unus clientfin dfsclient,code/design_debt,901,train
tsuyoshi good idea thank post patch recommend instead run hadoop jar full class name shorter way run command hadoop checknat recommend use shorter form document relat sinc part cli recommend ad document let includ mention option without command check command check librari hadoopcommon dynam link think would inform sampl show output look like nativ code found particular display absolut path librari find help sampl one dev environ,documentation_debt,902,train
patch commit trunk branch2 tsuyoshi thank contribut document improv,documentation_debt,903,train
lgtm small nit futur use check except text commit short thank arun,code/design_debt,905,train
patch fix warn rais findbug hadoopauth theyr encod relat warn,code/design_debt,906,train
fix new findbug warn hadoopauth,code/design_debt,908,train
fix new findbug warn hadoopopenstack,code/design_debt,910,train
thank patch gera throw except due lack scheme would help user mention properti bad uri origin show need chang unit test assertfail call someth similar getfilecontext call otherwis lack throw except bad uri still pass test excpect expect,test_debt,911,train
thank work colin itll nice swap jdk7 much better job expos filesystem api wonder realli return chunkedarraylist implement subset abstractlist interfac pretti generalpurpos method huge dir probabl use directorystream iter direct see use helper function quickanddirti list though okay provid variant function return chunkedarraylist seem like default normal arraylist coupl thing need read doc itd nice like exampl unwrap ioexcept,code/design_debt,912,train
think mayb later becom generalpurpos your right better use arraylist yeah that import error result except look like probabl order conform iter interfac remov variant return list file sinc found jdk6 file list interfac actual return array string return list string compatibleish,code/design_debt,913,train
hello find author tag distcp version pressent version removedpleas correct wrong,documentation_debt,915,train
look bottom readm remov,documentation_debt,916,train
remov readm document guid,documentation_debt,917,train
origin like most end creat nois exampl wrote sort word count exampl mani peopl use start first mapreduc program name author someon didnt remov comment hand program someon els lead confus,documentation_debt,918,train
duo thank patch current patch would acquir leas renam oper cover block blob page blob initi develop atom renam care limit scope page blob typic use hbase log exist applic use block blob might expect leas think need make sure leas acquisit happen check error handl except thrown tri block anoth except also thrown free leas would drop origin except throw except free leas suspect general main except tri block go interest root caus analysi recommend throw one log one free leas like addit unit test ran test suit live azur storag account confirm everyth pass releas audit warn jenkin unrel patch,code/design_debt,919,train
current wasb window azur storag blob implement renam oper succeed wasb updat parent folder last modifi time properti default acquir leas folder updat properti simpli pass null hbase scenario distribut log split might case multipl process differ region server access folder random see except regionserv log make log split fail acquir leas updat folder properti rather pass null,code/design_debt,921,train
patch look good one comment look noop could remov paramet coresitexml updat document trace also,documentation_debt,922,train
longer use,code/design_debt,924,train
remov unus configur key trace,code/design_debt,925,train
fix broken sampler section titl ad newlin eas edit,documentation_debt,926,train
fix format tracingmd,documentation_debt,927,train
note s3a use slf4j log api switch loginfoitem valu tersermor effici log logic still recommend wrap debug statement though skip string creation switch mode even happier youv done far,code/design_debt,928,train
reduc log spew s3afilesystem,code/design_debt,930,train
thank report patch two comment use insert line longer charact would render,code/design_debt,931,train
ad miss import could find test class httpserver2 tri add test class,test_debt,932,train
appear opportun code reduct reimplement group use,code/design_debt,933,train
patch appli test given natur problem may good start think whether thing better simul failur test good start though may want complex policiesmockito might tool reach,test_debt,935,train
s3n attempt read encount ioexcept read current logic reopen connect thus end noop commit wrongtrunc output here stack trace exampl seem regress introduc follow optim also test case review cover scenario,test_debt,936,train
initi patch simpli remov erasureencod erasuredecod think follow simplif possibl get rid erasurecod sinc singl subclass similar mayb get rid sinc provid enough abstract anyway ecblockgroup provid eras indic combin encod decod class,code/design_debt,937,train
thank good thought yes often good question think either interfac abstract class java feel framework subject pluggabl implement custom interfac would good guess could keep erasurecod interfac convert interfac class sure eras indic comput accord input block output block decod encod dont relat logic current coder decod rather simpl believ much complic code like lrc hitchhik separ encod class decod class desir,code/design_debt,938,train
thank kai review updat patch address issu test code also made pass remov unnecessari javadoc,documentation_debt,939,train
thank updat look new patch two minor comment test code may better use erasurecod instead sinc interfac type good enough refin caller point view noth differ encod decod use common interfac unnecessari javadoc conform javadoc convent format futur someon may fill suggest dont remov find mani project,code/design_debt,940,train
thank kai review read test class figur structur let know look regard javadoc believ shouldnt empti statement merg trunk paramet return valu selfdescriptori think better add javadoc ad empti one let discuss separ sinc scope jira,documentation_debt,941,train
fix javadoc typo,documentation_debt,942,train
lgtm minor nit chang address,code/design_debt,943,train
sls doc point invalid rumen link,documentation_debt,945,train
technic kms proxi actual key provid addit key generat edek key decrypt correspond dek also cach key memori deleg key oper back keyprovid specifi specifi kmssitexml conf file concret implement ship hadoop keyprovid current consid follow deploy scenario kms1 configur jcekfil thus deleg kms2 configur kmshttpkms1 thus deleg key oper kms1 provid generatedecrypt oper also cach key faster access kms3 also configur kmshttpkms1 thus like kms2 deleg key oper kms1 provid generatedecrypt oper set special loadbalanc url request loadbalanc across kms2 kms3 key share,code/design_debt,946,train
thank repli yes scenario said actual loadbalanc share accross kms instanc high availableha senario kms1 goe kms2 kms3 avail kmskeystor file delet file encrypt key kmskeystor wont read think key sever replica like hdfs replica mechan realli mayb modifi titl clear,code/design_debt,947,train
hmmm oper creat rollov delet oper includ get encrypt decrypt sinc key actual cach kms edek generat kms decrypt key version cach yes agre replica store anywher catastroph failur back kms come lose data would expect enterpris deploy use robust product qualiti key store easili write keyprovid use back key store yes dont ship one hadoop,code/design_debt,948,train
look test turn test expect hardcod path minidf cluster cluster come back run go fun either revert hardcod path expect parallel test fail extend dfs builder add oper set subdir would retain test casetest suit revert shortterm option mini dfs need fix reliabl hdfs test run,code/design_debt,949,train
none thought might opinion next step frank halflean toward set differ hardcod path disabl parallel test hdfs sinc pretti clear unit test pretti screw base upon investig still need fix though,test_debt,950,train
got thank comment hdfs9263 maven build run test parallel mode automat creat separ test directori concurr test process use thus isol achiev maven build level requir minidfsclust generat uniqu workspac cours hold true test play nice use properti pass maven determin test path like explor fix backtrac bad path shown rat report tri find offend test given think correct alreadi suspect well find problem test dont use minidfsclust test explicit configur data directori instead reli reluct revert test parallel urgent complet cutov first though understand,test_debt,951,train
naughti test problem specif hdfs9263 patch ill add detail,test_debt,952,train
checksum patch overwrit method getcontentlength lead use default slower version getcontentlength defin filesystem patch fix problem also fix dus problem declar totals long,code/design_debt,953,train
code look fine review notic fsshelldus seem one level recurs path want would thought either need recurs recurs recurs fulli patch chang logic hairong take look issu either correct code effici could differ jira,code/design_debt,954,train
instal 0122 notic command take much longer time execut previous releas anoth problem dus print negat valu,code/design_debt,955,train
command take notic longer time execut larg dfs 011 releas,code/design_debt,956,train
hadoop11464 reinstat support run bash script cygwin logic involv set cygwin flag variabl indic script execut cygwin flag set interact script hadoop hdfs yarn mapr flag set hadoopdaemonsh though caus erron overwrit hadoophom insid hadoopconfigsh,code/design_debt,957,train
thank revis patch cover sean feedback make temporari variabl loop local examin execut path,code/design_debt,959,train
generat jira tabl everi miss execut simplifi code get rid lot excess variabl drop extra line feed use echo instead complex printf isnt java dont need camelcas realli long name findbugsexecut yes recogn didnt purg first time make effort get rid remov extra check fail file doesnt exist,code/design_debt,960,train
folk suggest convinc place nutch certain applic specif caus much overhead hadoop text requir inmemori within hadoop configur object,documentation_debt,962,train
remov hadoop hardcod ad flag turn onoff asf licens support multipl project singl file support rang version inabl write python,code/design_debt,963,train
make thing python followon,code/design_debt,964,train
cleanup releasedocmak,code/design_debt,965,train
thank review comment testcas add soon wiki creat account updat case someon alreadi wiki sslexcept ad pleas share,documentation_debt,967,train
nice catch fix look good two comment would remov unus import would pleas fix follow javadoc comment concat append,code/design_debt,968,train
test base class need subclass run mark abstract,code/design_debt,969,train
thank howev simpli want wipe trash test cluster rare small storag run job generat data delet trash easili blow storag hdfs becom unavail make sens provid forc option clean trash hadoop expung,code/design_debt,970,train
sampl code tracingmd problem compil error import tracer generic option reflect tracer initi toolrunnerrun may confus use fsshell exampl embed tracer,documentation_debt,971,train
fail test arent relat thank chang commit short quick note pleas set fix version use target version field instead fix version must indic branch alreadi commit former indic request branch must appropri typo correct futur pleas also feel free roll multipl correct patch,documentation_debt,973,train
spot typo code work separ yarn issu check whole project found occurr typo codecom jira meant help fix typo,documentation_debt,974,train
retri typo spell retir part hadoopyarn hadoopcommon,documentation_debt,975,train
ive also run came patch involv ad maxtask valu tasktrackerstatus set local modifi jobtrack track totaltaskcapac instead pernod maxtask use particular task tracker maxtask valu decid whether assign anoth task seem like reason approach test provid patch,test_debt,976,train
look reason note potenti incompat sinc previous folk could set number task per node global jobtrack determin configur tasktrack node probabl either add compat note move incompat section changestxt perhap configur paramet enabl old behavior think compat note probabl suffici thought,documentation_debt,977,train
correct checkstyl error white space attach patch pleas review,code/design_debt,978,train
thank comment ident line requir end document need updat get command instead copytoloc testc failur fix,documentation_debt,979,train
part trigger checkstyl warn clean chang realiz exist instanc empti statement like class let avoid introduc new instanc mvninstal failur appear side effect someth bat test bash script unrel patch sinc need upload one patch revis address checkstyl warn let one test run see happen ill follow licens check warn caus test copi file locat shouldnt cover licens check ill follow separ,code/design_debt,980,train
look good overal asid remain whitespac checkstyl problem attach patch v06 thing whitespac checkstyl warn fix,code/design_debt,981,train
thank lot chris apologis whitespac checkstyl issu put new patch sinc alreadi done let jenkin run next step action requir end,code/design_debt,982,train
hello acquireleas succeed delet fail leak leas pleas use final block guarante leas get releas code path look point class acquir free leas exist exampl could pleas review checkstyl whitespac warn precommit run fix feasibl write unit test simul race condit pleas describ manual test youv done verifi chang thank,code/design_debt,983,train
one problem point possibl leas still null earlier acquireleas call threw except recommend check null call free otherwis caus,code/design_debt,984,train
dont prefer ipv4 stack instead use ipv6 mean test actual bind ipv6 mean test run branch like repres would run product,test_debt,985,train
yes mean unpredict behavior unpredict behavior almost alway turn secur hole trivial construct group turn whatev path structur interpret output hadoop that bad said itd awesom crack chang default user group watch everyon nuke file nfs folk ad code didnt realli integr correct expedi alway trump correct,code/design_debt,987,train
yeah itll break univers realli aw way accept group space think folk pars hadoop exampl rest interfac acl ugh,code/design_debt,988,train
hadoop code consist enforc posix complianc user name group name function host exampl harsh point oper use jnibas implement instead shellbas hadoop user alreadi show membership group dont posixcompli name ive seen window deploy sound like use case linux deploy connect activ directori group map alon suffici enforc posix complianc either use popul user set group control input path group name exampl webhdf java api call accept name space exampl test mac kind data cours complic pars shell output imagin mani oper would prefer enforc posixcompli name polici howev dont believ hadoop taken respons enforc dont think exist implement realli provid posix complianc benefit least intent exampl given would split group domain user space decid put user group domain user split name dont space theyr also still posix compliant capit letter import theyr complet erron hope split isnt put anyon real group dont realli belong see bug rather posix complianc featur would prefer see lift bug fix said also see low prioriti sinc major deploy see use jnibas implement bug,code/design_debt,989,train
hadoopazur test support execut live azur storag servic develop specifi key azur storag account configur work overwrit file errorpron process azuretestxml file check revis control show exampl risk tester could overwrit azuretestxml contain key accident commit key revis control would leak key world potenti use attack issu propos use xinclud isol key separ file ignor git never commit revis control similar setup alreadi use hadoopaw integr test,code/design_debt,991,train
patch contain smartquot may also worth ad packag document part patch,documentation_debt,992,train
testcheckpoint fail intermitt,test_debt,995,train
fix mvn entir hadoop tree took 0127 min macbook pro comparison took 38677,code/design_debt,996,train
test sourc file check checkstyl maven checkstyl plugin paramet fals default propos enabl checkstyl test sourc file order improv qualiti unit test,code/design_debt,997,train
ad hadooptool default path go break sort userlevel thing due amount transit depend great impact startup time command includ bunch class file never get use instead slam everyth user use shell profil includ jar actual need anoth thing would good break hadoop tool dir per compon,code/design_debt,998,train
asf licens warn look like bunch generat file check file,code/design_debt,999,train
follow variabl appear longer use,code/design_debt,1000,train
tri use hadoop s3a librari aw lambda temporari credenti possibl way defin specif follow code use initialis credenti chain work fine ec2 metadata endpoint avail run ec2 instanc howev doesnt work proper environ variabl use defin credenti happen aw lambda amazon suggest use aw lambda summaris suggest altern think could use instead would cover follow case panel environ variabl awsaccesskeyid recommend sinc recogn aw sdks cli except net awsaccesskey awssecretkey recogn java sdk java system properti awsaccesskeyid awssecretkey credenti profil file default locat share aw sdks aw cli instanc profil credenti deliv amazon ec2 metadata servic panel think chang would use could investig requir chang would submit patch,code/design_debt,1001,train
hbase hmaster port number conflict hadoop kms port number use 16000 might use case user need kms hbase present cluster hbase abl encrypt hfile user might need kms encrypt hdfs directori user would manual overrid default port either applic cluster would nice differ default port kms hbase could natur coexist,code/design_debt,1002,train
attach patch doesnt includ test sure exact test intern test chang statsdataclean packagepriv write follow test pass chang hang without unclear hadoop even want someth like sinc speed hadoop handl jvm reus unit test,test_debt,1003,train
thank cant think reason thread swallow without trace perform oper inher generat ine far see someon els send ine ought interrupt thread includ stack trace except better chanc get notic also capit error pend chang,code/design_debt,1005,train
implement hadoop12107 swallow interrupt except solrsentri land run thread leak checker test code pass chang fail here sampl report here indic interrupt ignor inconsist longrun thread hadoop peercach respond interrupt argument hadoop12107 given unclear spurious wakeup mean mention believ thread respect interrupt,code/design_debt,1006,train
swallow interrupt except,code/design_debt,1007,train
actual look like binrcc remov hadoop10474,code/design_debt,1008,train
hadoop notori bad secur manag support see hadoop5731 though abl secur clientsid would good note serversid requir shouldnt impact client side happen tri use webhdf rather hdfs show stack trace shell use clientsid detect languish patch isol checkssomeon need refresh patch get trunk also critic window field caus problem,code/design_debt,1009,train
yet anoth updat fix checkstyl error,code/design_debt,1010,train
went debug consist similar issetsid like window code path featur disabl client impact info would simpli add nois confus opinion,code/design_debt,1011,train
afraid youll look checkstyl issu dont worri test whitespac complaint,code/design_debt,1013,train
fix checkstyl error,code/design_debt,1014,train
hdfs client requir danger permiss particular execut file despit tri connect hdfs cluster full list hadoop avail along place code occur understand permiss use requir filepermiss file make matter wors code execut initi field case permiss grant fail unrecover iron enough window problem appear sinc code simpli bypass initi field fall back valu fals quick fix would simpli take account jvm securitymanag might activ permiss grant extern process fail use fall back valu proper longterm fix would minim use permiss hdfs client sinc simpli requir client light possibl server requir leak onto,code/design_debt,1015,train
patch 001 make thread object static use refer count track mani instanc depend thread ensur thread start first start call ensur thread stop last stop call move abstractservic specif test case testjvmmetr new testabstractservic class add jvmpausemonitor test case,code/design_debt,1016,train
ensur one jvmpausemonitor thread run per jvm multipl jvmpausemonitor instanc mini cluster prevent redund paus log messag still maintain one monitor thread run differ way fix hadoop12855,code/design_debt,1017,train
exampl build distribut includ creat one without document includ javadoc stage build slow ad skip phase help round paramet build,code/design_debt,1018,train
line 129 done leverag hadoop filesystem abstract within provid implement rephras someth concis without word leverag line 140 backquot line cat 158 remov make less person organis user quot side file not term encount,documentation_debt,1019,train
pretti much exact code exist httpfssh,code/design_debt,1020,train
patch fix shellcheck warn,code/design_debt,1021,train
patch add first part comment function better readabl,code/design_debt,1022,train
kmssh current cannot handl special charact,code/design_debt,1023,train
handl special charact password kms startup script,code/design_debt,1024,train
think remov string potenti malici patch look good otherwis thank,code/design_debt,1026,train
perofflin discuss patch refin document make clearer,documentation_debt,1027,train
branch2 incorrect behaviour today path special charact get drop globstatus call wherea trunk right behaviour subt fix via pattern librari chang hadoop12436 ive place explicit indic presenc intent hidden charact still add simpl testcas cover situat futur regress,test_debt,1029,train
execut hive see log need inform error messag,code/design_debt,1030,train
incorrect error messag set dfsblocksiz wrong valu,code/design_debt,1031,train
thank patch look good think readi address checkstyl nitpick,code/design_debt,1032,train
attach patch fix checkstyl nit,code/design_debt,1033,train
cannedacl field s3afilesystem null tostr implement unguard call risk,code/design_debt,1034,train
testkdiag succeed machin suspect random failur checkstyl could fix would either look weird indent differ line statdescript would reindent line,code/design_debt,1035,train
need fix checkstyl warn fail test reproduc,code/design_debt,1036,train
help stat confus,code/design_debt,1037,train
fix look good thank contribut would also like add regress test,test_debt,1038,train
see ioexcept thrown log messag preserv stacktrac could also updat fix includ stacktrac basic chang,code/design_debt,1039,train
thank initi patch creat v02 patch base initi one ad regress test remov redund code improv error log,code/design_debt,1040,train
think plan attach let user keep opt hadoopenvsh etc detect alreadi array check opts1 convert array use eval bash compat way user want use opt array format long list option signific easier work,code/design_debt,1042,train
first pass there lot happen let ad helper routin hadoopfunct convert string array array doesnt alreadi exist add array base upon key dedup convert almost intern user hadoopopt xyzopt use array form updat preexist doc refer add sever unit test rewrit exist unit test use array form morebett doc figur catalina get hadoop13341 commit sinc code sever time larger without test,documentation_debt,1043,train
one feedback hadoop13341 doc includ exampl opt order opportun dedup jira end dedup document doesnt dedup doc specif give exampl order,documentation_debt,1044,train
muck opt variabl good time convert array filesystem space use,code/design_debt,1045,train
successor hadoop12527 given discours go chang titl one close duplic see also coverag problem arent scare avro need take care transit depend help show test stack much appreci,test_debt,1046,train
real issu forc peopl downstream recompil code version avro exclud cant use compil class hadoop arent mani mayb tag incompat explain recompil exclud,code/design_debt,1047,train
increment updat add doc remov userinfo remov comment overri function codestyl issu,code/design_debt,1048,train
argument variant name abstract util class add comment adjust configur fix todo remov unnecessari commet bug fix add unit test,code/design_debt,1049,train
copi exist test case,code/design_debt,1050,train
checkstyl warn cant remov unless refactor test method,code/design_debt,1051,train
distfrom variabl made threadloc get rid findbug warn,code/design_debt,1052,train
line 556 distfrom field class appear access inconsist respect synchron,code/design_debt,1053,train
inconsist synchron lock time,code/design_debt,1054,train
good retri deal transient outag race condit cluster launchteardown time retri forev advers consequ includ stack log log overflow noth like come find 20gb error log think use retri polici failur,code/design_debt,1055,train
mike need use recent version maven also need updat buildingtxt could comment avail requir maven version common oss rhel6 ubuntu 121416,documentation_debt,1056,train
make dependencycheck specif note buildingtxt seem littl awkard normal build isnt affect cours ill see altern idea comment around plugin pomxml agre need document somewher dont even think maven avail rhel rhel machin look like would use version 30516 ubuntu 1604 machin use 339 look like ubuntu 1404 use 3051 maven releas histori page,documentation_debt,1057,train
look follow code pleas give readabl name give comment explain bit procedur probabl other wouldnt know like without queri sdks manual know therer mode oper one mode return success delet object return deletingfail object your use latter use loop tri time delet delet failedtodelet object,code/design_debt,1058,train
assum file limit always1000 list path 1000 block issu delet request size ultim limit size respons path list max size http request inevit heap problem well,code/design_debt,1059,train
rev02 origin design desir swallow potenti interrupt caus fail unfortun java allow static method throw except rev02 remov static member variabl method throw interrupt except,code/design_debt,1060,train
creat bash shell command verifi system support bash howev error messag mislead logic updat shell command throw ioexcept impli bash run success shell command process interrupt intern logic throw subclass ioexcept exampl appear recent jenkin job test logic start thread wait second interrupt thread expect thread termin howev method swallow interrupt therefor fail origin design desir swallow potenti interrupt caus fail unfortun java allow static method throw except remov static member variabl method throw interrupt except node manag call static method instead use static member variabl fix associ benefit test could run faster longer need spawn bash process use shell static method variabl happen quit often check oper system hadoop run,code/design_debt,1062,train
fix checkstyl issu,code/design_debt,1064,train
ad messag easi debug,code/design_debt,1065,train
although distcp allow user control parallel via number mapper sometim desir run fewer mapper thread per mapper sinc distcp network bound either throughput frequent latenc creat connect open file readingwrit file close file make mapper much effici webhdf protocol use either sourc target multithread approach make http connect reus namenod effici well way lot resourc share save memori connect namenod,code/design_debt,1066,train
natives3filesystem support retri manag fail upload due socket timeout network except file upload bucket fail upload fail temporari file get delet connect reset sourc sourc solv use asynchron retri manag made follow modif natives3filesystem add retri manag work fine product system without upload failur,code/design_debt,1067,train
patch 001 fix typo,documentation_debt,1068,train
thank review commit wrong file name even wors misspel word folk might get puzzl follow instruct fail get result,code/design_debt,1070,train
typo hadoopaw indexmd,documentation_debt,1071,train
unfortun oracl took opensolarisorg link dead replac could find quick search pdf,documentation_debt,1073,train
opensolari taxonomi link dead,documentation_debt,1074,train
thank review patch attach anoth patch contain checkstyl fix exclud fix filelength relat warn findbug warn unrel chang done patch introduc commit hadoop10809,code/design_debt,1075,train
thank pointer realli wish could get rid commonshttpcli hadoop ran mvn dependencytre see commonshttpcli expos two jar info info info info info info info info info info info info,code/design_debt,1076,train
commonshttpcli depend remov hadoop10105 set shade commonshttpcli probabl safe remov,code/design_debt,1077,train
thank report tri local ran problem suppos run isal test part precommit sure happen seem like there test gap isal java coder time revisit hdfs11066 could assist debug,test_debt,1079,train
ever file jira get isal reenabl isal requir product usag test realli import,test_debt,1080,train
agre would good fill test gap let revisit hdfs11066 thank,test_debt,1081,train
hmm thought test gap major caus precommit miss isal build quit time ago done hadoop12626 remov hadoop13342 thought bring back reenabl isal build test precommit andrew think sound good fire new issu thank,test_debt,1082,train
patch wherea comment say two place redund exist call made checksumfilesystem clarifi,code/design_debt,1084,train
existsf add extra namenod interact realli requir open critic dfs call,code/design_debt,1085,train
medium term move hadoop use address instead hostnam ive file relev bug hadoop1487,code/design_debt,1086,train
note increas serial cost datanodeinfo tranfer pretti much rpc need protocol version chang sinc wont work prev clientsdatanod,code/design_debt,1088,train
thank commit steve go good sort thing clean time final hadoop releas,code/design_debt,1090,train
got test work herethey actual run though use junit4 rule name thread amplifi confus seen test failur,code/design_debt,1091,train
lgtm cleanup code alway good make robust,code/design_debt,1093,train
hbase18975 observ follow came second line case jobf null check null ad,code/design_debt,1094,train
distcpcleanup check whether jobf null,code/design_debt,1095,train
thank fix coupl comment follow replac elif wed also need fix pid equal check skip pid file longer exist,code/design_debt,1096,train
hadoop932 file remov lock interfac probabl time fix,code/design_debt,1098,train
thank catch remov log messag anoth messag wildcard address localaddr null perhap fix log messag print wildcard localaddr null,code/design_debt,1099,train
there need config make lock alway fair updat topolog rare compar block placement throughput degrad fair lock minim,code/design_debt,1100,train
s3a assum role doc document permiss need work bucket detail permiss need s3guard user admin op need ssekm involv work presum get new stack trace also fix error note doc,documentation_debt,1103,train
dont need 0renam stuff distcp except atom mode isnt tri atom oper need distcp upload temp file renam one place remov nonatom upload elimin odata delay upload close duplic jira codetest would support anyon sat implement featur there also lot work go hdfs explicit multipart upload mechan filesystem use blockbyblock upload would improv distcp upload perf file hdfs block block could upload parallel local keep eye,test_debt,1104,train
hello distcp 310 appear copi file renam finaldestin filenam ad support effici committ use renam pleas updat distcp use effici committ renam thank,code/design_debt,1105,train
current dont log info ipc backoff look good print well make user know enabl,code/design_debt,1108,train
attach patch remov jni set remain field per ben analysi clean name object class jni function argument,code/design_debt,1109,train
follow hadoop15820 test zstd compress still encount segfault jvm hbase fix took deeper look realiz still anoth bug look like actual call remain variabl class instead instanc class java stub nativ init function mark lead memori corrupt crash later initi thought would fix chang java init method nonstat look like remain setint call actual unnecessari anyway reset set remain right call jni init init doesnt chang instanc method leav static remov jni init call remain setint call altogeth furthermor probabl clean classinst distinct file that led confus method distinct incorrect ambigu fix prevent happen talk point zstandardcompressor also similar problem need fix,code/design_debt,1110,train
progress report thread afford slight lenient toward except connectexcept,code/design_debt,1112,train
set timer schedul decay weight track howev timer set daemon thread seen caus jvm refus exit run exampl faircallqueu enabl,code/design_debt,1113,train
follow hadoop15662 compar l173 updat format unknown host name retri resolv host name replac exgetmessag although return host name string gethost seem readabl code remov els logic break current except trace test testunknownhost would take minut due retri verifi warn format consol havent come good way retriev log msg test suggest test west account pass test pass west account xns account oauth error skip 324 error skip 168 error skip xns account sharedkey error skip 324 error skip 168 error skip nonxn account sharedk error skip 324 error skip 206 168 error skip,code/design_debt,1114,train
silli question retri jvms histori cach negat dns lookup result look latest javadoc set 10s eventu come trust dns updat record elsewher code treat unrecover may correct action world dynamicnessbut start chang polici think consist everywher includ failov event,code/design_debt,1115,train
abf retri sinc preview understand except thrown transient name resolut failur retri polici last longer typic dns ttl negat cach minut driver could recov enabl long run task complet success wasb also retri expect adl retri although confirm most status quo mean less like caus regress keep current behavior said evid bad design chang see opposit dont know led decis good sens behavior wild dont know what best certain retri go increas recoveri time node question,code/design_debt,1116,train
said evid bad design chang dont think bad design curious classic physic deploy dns failur bad sign jvm cach dns result forev spin never fix thing jvms stop dynam world make sens wonder someth broader assumpt worth retri longer valid exist use,code/design_debt,1117,train
abf better except handl dns error followup,code/design_debt,1119,train
adlf contract test enabl null call call call fsdelet final npe occur issu fix hadoop14170 ill backport hadoop14170 fix issu,test_debt,1120,train
could fundament sure committ correct tell s3guard parent directori put manifest call finishedwrit seem purg spurious delet file rather ad dir entri s3guard provid mkdir call propos build list directori need exist part job commit creat entri strategi mkdir parent that bit expens though better worri whether exist stuff job commit,code/design_debt,1121,train
also run test parallel job need start use differ directori name current use testmrjob method name common class test inherit issu local dir conflict configur afaik like tmp dir config properti yarn cluster alreadi abl run parallel differ port random dir name etc also care tri run mani parallel given amount memori consum mayb differ parallel flag test run cluster simplifi code let test resid class make code easier read allow share cluster easili havent seen wip patch share cluster across differ test may may trigger time seem like may caus problem test also use sleep inconsistentf get consist state lead flaki test higher sleep unless inconsistentf set actual waitforconsist method time base,test_debt,1122,train
thank patch mayb use simpl doubleslash comment avoid checkstyl issu pend,code/design_debt,1123,train
hey good catch look like miss hdfs14346 would simpler seem littl weird convert number string repars number,code/design_debt,1126,train
thank catch use defaultunit instead latest patch,code/design_debt,1127,train
call gettimedur like color333333if nninterv set manual configur xml file 10000 retrurnedcolor return 10000 expect logic consist,code/design_debt,1128,train
consist default valu manual set,code/design_debt,1129,train
fix error hdfs permiss doc notic review hadoop16251 permiss seem mark lot permiss applic case particular getfileinfo getfilestatus check read permiss bit,documentation_debt,1131,train
hdfs permiss guid appear incorrect,documentation_debt,1132,train
