text,label,document_index
rust broken link document warn fix broken document link intern warn due code block close squash follow commit broken link document warn,documentation_debt,517
remov redund key,code/design_debt,518
fix java doc part javadoc fix messag respons document,documentation_debt,519
fix checkstyl contribut,code/design_debt,520
chain new sourc legaci sourc disabl chain thread model new sourc work howev would user perform improv,code/design_debt,521
fix typo,documentation_debt,522
larg cluster slow,code/design_debt,524
build fix build fix ad end point make function end point specif,code/design_debt,525
add todo,requirement_debt,526
new aggreg resolv java style warn remov explicit cast,code/design_debt,527
merg fix leak,code/design_debt,528
merg pull request synchron,code/design_debt,529
stream minor close file correct iter finish stream current there close file correct iter finish chang avoid resourc leakag close squash follow commit close file correct iter finish,code/design_debt,531
clear warn,code/design_debt,532
replac travi build status jenkin,code/design_debt,534
chang ad whole system describ tri process dfdl use set whole dfdl work like compil much decis make compil time end call mani dfdl properti requir requir updat dfdl schema mani unit test test file howev still test pass fail test test test pass set test pass minor regress due end group refer yet yet implement type element new new attribut comput schema compon mani unit test yet ad remain jar need support unit test exercis stuff remain exercis get right call back need error dfdl ad unit test test behavior scala environ new revis scala someth depend namespac one test fail,requirement_debt,535
name memori,code/design_debt,537
still refer deprec properti via,code/design_debt,538
consolid common code import consolid common code import small fix small fix,code/design_debt,539
style label correct chang there ad info label break lint fix bad class name support addit label style ad new label fix map key warn use new label view lint fix issu,code/design_debt,540
doc fix doc style plugin,documentation_debt,541
fix typo error document,documentation_debt,543
doc docker relat clariti fix motiv origin document may user think docker imag build one,documentation_debt,544
fix error,documentation_debt,545
tidi chang,code/design_debt,546
fix checkstyl issu,code/design_debt,547
bug notifi method motiv prevent bug refactor method bugfix miss event messag disabl consum bugfix messag null except previous commit test messag null made method leav consum futur without complet result hang futur refactor readabl control add unit test bug fix result bug fix maintain code,code/design_debt,548
polish,code/design_debt,549
fix wrong link doc,documentation_debt,550
remov duplic decis tree decis tree much data need featur exampl split current collect howev could instead collect side possibl split also stat entir node comput stat side split patch add stat array right child stat need store right child stat comput subtract child stat stat featur close,code/design_debt,552
exampl test,test_debt,553
simplifi,code/design_debt,554
connect leakag contribut,code/design_debt,555
bump replic depend fix default valu replic paramet cleanup error log code,code/design_debt,556
remov duplic entri,code/design_debt,558
hotfix depend mani checkpoint stream skip,test_debt,559
remov old configur,code/design_debt,560
hotfix add saniti check element,code/design_debt,561
fix empti except messag java function caus npe fix empti except messag java function caus npe add addit except messag error null check,code/design_debt,562
support date type remov java style error ad valid date timestamp ad test case valid timestamp date refactor test case remov code unnecessari file rebas code ad valid tabl,code/design_debt,563
remov unus logic class,code/design_debt,564
improv compat python convert int,code/design_debt,567
fix style check config,code/design_debt,568
minor fix append test issu output patch fix two test packag repeat creat issu github action includ multipl test new output like caus timeout feedback test reduc data size disabl output slight improv perform result comparison chang improv packag time comput,code/design_debt,569
stream dont recov configur within stream checkpoint chang configur would caus problem stream recov logic find local configur chang problem describ close squash follow commit one space fix code style add comment dont recov configur within stream checkpoint,code/design_debt,570
fix typo ensur includ jar,documentation_debt,571
fix comment,documentation_debt,572
size confus,code/design_debt,573
warn,code/design_debt,574
refactor duplic code,code/design_debt,575
polish code method iter class,code/design_debt,577
merg remov deprec code,code/design_debt,578
merg pull request improv consist script fix issu,code/design_debt,579
polish,code/design_debt,580
fix tri appli patch,code/design_debt,581
remov extra ad improv perform call howev also improv project output unsaferow oper close squash follow commit reynold xin remov extra,code/design_debt,583
polish bit karaf featur,code/design_debt,584
trace generat java code fix typo,documentation_debt,585
flaki test,test_debt,586
improv includ import statement,documentation_debt,587
modifi print block thread log thread trace thread that block thread help user oper chang need request thread server possibl server alreadi termin restart chang put thread server log file much easier,code/design_debt,588
remov unnecessari log,code/design_debt,589
merg pull request speed test suit without coverag,test_debt,590
fix format,code/design_debt,591
fix flaki comparison,test_debt,592
improv except messag binari miss,code/design_debt,593
fix connect leak server restart connect timeout need cancel futur time get connect wrong wait connect releas close server need resourc connect point view ad log debug connect issu,code/design_debt,594
old valu config caus infinit loop,code/design_debt,595
minor correct code use test file instead actual output file,code/design_debt,596
remov unnecessari path ad saniti check,code/design_debt,597
throw chang propos pull request current throw throw specif patch test close,code/design_debt,598
avoid unnecessari run unit test case,test_debt,599
fix warn contribut,code/design_debt,602
make consist context fix typo,documentation_debt,603
minor code cleanup remov redund code,code/design_debt,604
fix format,code/design_debt,605
checkstyl,code/design_debt,606
remov unus file,code/design_debt,607
doc remov unus releas turn sinc use there need clean pretti,code/design_debt,608
temporari remov karaf plugin base karaf,code/design_debt,609
replac cglib run cglib sourc generat make includ configur script current build arrow arrow glib includ run make slow run replac cglib close squash follow commit yosuk shiro remov unnecessari environ variabl yosuk shiro remov yosuk shiro remov run sutou kouhei use yosuk shiro exclud check yosuk shiro remov unnecessari yosuk shiro enabl test travi yosuk shiro remov build yosuk shiro replac cglib cglib run,code/design_debt,610
minor remov redund check also includ minor cleanup close,code/design_debt,611
renam method,documentation_debt,613
fix generic warn,code/design_debt,614
minor style improv system make log field name array static make member remov unus make various member function,code/design_debt,616
add generat simplifi code add add packag,code/design_debt,620
remov test test empti build,test_debt,621
remov,code/design_debt,622
fix topic client http servic url fix topic client http servic url fix format fix path use differ topic name test fix format,code/design_debt,623
optim integr display sql test print test context assert error checkstyl,code/design_debt,624
remov unus method add test patch review jbelli,code/design_debt,626
javadoc typo,documentation_debt,628
fix miss style,code/design_debt,629
remov warn relat code,code/design_debt,630
fix leak url follow complet version,code/design_debt,631
support tabl scenario new insert need current rearrang logic base schema tabl add column partit schema base may work index project size logic complex handl dont use schema implement posit map base rearrang chang propos implement posit map base rearrang introduc user interfac chang new ad close,code/design_debt,634
remov unnecessari main method,code/design_debt,635
merg pull request remov intern class intern workaround return default valu valu return null start java map interfac ad method someth effici way return default key doesnt exist code dont insert null valu safe delet old class replac usag,code/design_debt,636
default retri polici avoid connect leakag contribut,code/design_debt,637
remov json type,code/design_debt,639
made easier use aggreg collect thread,code/design_debt,640
avoid unnecessari set match long way perform issu dont think need creat set find call chang,code/design_debt,641
perform codegen compress matric patch make follow perform improv codegen oper other compress matric spars output matric oper ensur correct explicit output spars row done per row partit spars row order avoid repeat number zero per row partit note requir row partit enforc limit parallel find valu iter order avoid repeat entir iter find row partit start also use codegen oper compress matric exampl scenario dataset imag per imag simpl generat oper compress input patch improv perform given codegen oper take patch also includ robust fix generic iter case iter row partit row index,code/design_debt,642
delet unus interfac close,code/design_debt,644
temporari commit see work back build run,code/design_debt,645
convert also generat static queri set,code/design_debt,646
use standard cleanup remov old stuff,code/design_debt,647
,code/design_debt,648
bug add log,code/design_debt,649
format,documentation_debt,652
fix checkstyl issu,code/design_debt,654
improv perform,code/design_debt,655
add test verifi fix whitespac within properti,test_debt,656
remov unus type check class,code/design_debt,657
add skip option abl workaround,code/design_debt,658
remov comment dead code,code/design_debt,659
typo,documentation_debt,660
improv thread return set need synchron,requirement_debt,661
updat includ updat includ version remov duplic packag refer,code/design_debt,663
checkstyl,code/design_debt,664
improv make use random generat queri job make sourc split fix bug handl queri renam backward chang per featur work there much compat remov test set make queri test tabl,test_debt,665
remov set docker imag tool chang propos pull request remov set docker imag tool chang need imag tool print inform may confus introduc userfac chang less inform display docker imag tool patch test docker imag tool local close,code/design_debt,666
made log messag slight less,code/design_debt,669
fix function config updat bug fix function config updat bug add fix unit test,code/design_debt,670
improv wrap long line remov whitespac file updat default use,documentation_debt,671
doc document format error format doc document format,documentation_debt,672
remov,code/design_debt,673
robust compil detect add robust detect compil deal,code/design_debt,674
remov unnecessari space,code/design_debt,675
regress packag manag ad test chang argument,test_debt,677
cleanup style,code/design_debt,678
flaki review,test_debt,679
clean error messag clean error messag catch except command chain avoid pars command result add control set http header correct catch except execut better error report,code/design_debt,680
ad api provid one singl api tabl config use simplifi logic reduc redund check tabl type,code/design_debt,682
arrow3544 creat function registri multipl compil unit reduc build time refactor separ file function split across differ file functionregistrycc approach reduc build time littl refactor look wes suggest howev util base approach differ may requir bit refactor close squash follow commit siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang remov registri remov unus header file clean code siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang fix lint error make format siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang ad note intern use siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang replac siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang yet anoth refactor macro remov redund comment siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang review comment suggest refactor code bit remov unus includ etc siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang fix make error siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang review comment remov duplic move new header file ad separ class differ function type initi map class common map siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang fix whitespac issu report make lint siddharth dave arrow3544 extrem long compil time functionregistrycc releas mode clang refactor separ file function split across differ file functionregistrycc approach reduc build time littl refactor,code/design_debt,683
bugfix integr test result npe properti serial small usabl improv,code/design_debt,684
split codegen info queri plan sequenc codegen info queri plan long debug consol web page would readabl codegen split sequenc exampl exampl return string length contain string generat code string generat code chang propos pull request add method split codegen info queri plan sequenc patch test unit test pleas review pull request close,code/design_debt,685
fix typo fix miss one mani state,documentation_debt,687
reduc log introduc per state featur,code/design_debt,688
improv coverag packag tabl test case ad remov instead use instead use remov instead use instead use,test_debt,689
fix fix,code/design_debt,690
disabl test broker need test prevent failur speed thing littl,code/design_debt,691
log show user compon name queri input,code/design_debt,693
unsaf,requirement_debt,694
updat base readm point document instead updat describ use thing make consist convent,documentation_debt,696
log warn respons api add log warn case except respons api,code/design_debt,697
skip redund patch review,code/design_debt,698
fix infinit loop write close client patch close,code/design_debt,699
skip build exampl test action option enabl version dont implement yet ignor print warn,requirement_debt,700
remov unus paramet close,code/design_debt,701
ad code new format optim fix fix style fix issu ad read fix style refactor code ad read optim updat code format interfac optim less filter fix group queri refactor format new interfac fix complex queri fix comment,code/design_debt,702
unnecessari check add log,code/design_debt,703
make upgrad progress readabl,code/design_debt,704
delet support cleanup,code/design_debt,1
hotfix fix alert dead code error fix two alert flag apach dead code alert flag type test type test thus make bodi dead chang order test pleas behavior second commit address alert alert found note address,code/design_debt,3
cluster configur config group take,code/design_debt,10
fix npe array thread safe,requirement_debt,13
remov redund data member class remov data member class replac method call avoid store inform multipl place,code/design_debt,15
minor remov old config file,code/design_debt,16
support modul remov,code/design_debt,18
simplifi key name handl,code/design_debt,22
fix memori leak proper output bug fix time given base class doesnt direct use fix place,code/design_debt,30
cleanup,code/design_debt,32
avoid use hard code data unit contribut,code/design_debt,37
remov unus param,code/design_debt,40
test bit robust,test_debt,55
simplifi sql,code/design_debt,62
make contain configur make option contain configur work around set see also set actual use,code/design_debt,67
fix test relat index process fix test relat index process bug fix index would announc segment server locat use work broken fix ad method updat alway announc method return true task type way would call run guarante reli order initi fix updat ensur call run task proper handl complex introduc order fix test chang add new config index instead introduc environ variabl start index duplic test run index mode various adjust error docker build script various adjust speed integr test reduc memori usag add anoth approach use develop updat check elimin look segment exist mark unus javadoc updat ad javadoc make clear initi side relat second bug task clarifi guarante call run alreadi explicit clarifi deprec messag clarifi deprec messag fix script fix saniti check script fix line test doc adjust addit test adjust test split back revert chang set index capac match bump memori bump memori bump broker memori,test_debt,68
reduc,code/design_debt,77
remov redund statement,code/design_debt,80
remov deprec method chang propos pull request remov method deprec patch test exist test close,code/design_debt,84
redund type argument,code/design_debt,89
merg pull request remov unus import,code/design_debt,107
fix hard code string script,code/design_debt,108
memori leak shutdown close,code/design_debt,109
chang manag param chang function call put param line manag larg number paramet make easier read make better fix,code/design_debt,116
simplifi merg,code/design_debt,128
csv perform improv serial csv write output serial,code/design_debt,129
enhanc test coverag modul,test_debt,141
renam renam relat stream exist unit test close,code/design_debt,142
improv test exercis,test_debt,143
add logic runner core updat spark use remov unnecessari within python runner,code/design_debt,157
fix infinit loop,code/design_debt,158
ad unit test base,test_debt,171
fix flaki multipl server way check guarante server get segment caus flaki test fix start one server ad keep coverag multipl broker multipl server,test_debt,172
code style,code/design_debt,176
clean format logic chang made test syntax error ad,code/design_debt,180
polish,code/design_debt,182
test pattern work howev use featur yet implement string thing ad make work still exercis pattern use deal test file delet old one,requirement_debt,183
remov redund code build remov refer code depend jar,code/design_debt,185
chang test integr test chang build time system,test_debt,192
server doubl check host capac startmigr start host host check capac host one host take second host startmigr resourc host chang normal startmigr multipl vms would better doubl check host capac start host includ fix capac startmigr,code/design_debt,204
modul need implement,requirement_debt,205
minor cleanup base feedback review request,code/design_debt,206
fix possibl resourc leak checkpoint write thread,code/design_debt,209
make depend option,code/design_debt,212
minor remov unus field correct comment typo,code/design_debt,213
typo,documentation_debt,221
transform optim chang propos pull request use instead chang need better perform could exist simplifi model introduc userfac chang patch test exist close,code/design_debt,225
minor upgrad improv perform improv releas support compil depend improv build script compil speed even better support perform improv configur execut phase improv build time perform test chang build script start take improv close,code/design_debt,226
add explicit prefix iter remov unnecessari configur pars read configur configur entri read unnecessari done warn tabl properti instead use provid explicit pull data need configur reduc process,code/design_debt,227
fix context longer redund url like close,code/design_debt,236
fix typo,documentation_debt,240
improv log long bodi dont caus,code/design_debt,244
improv format pretti print close squash follow commit improv format pretti print,code/design_debt,248
client except,code/design_debt,249
flaki due client cach contribut,test_debt,250
resourc page resourc page chang page resourc add miss licens header add licens header,documentation_debt,262
clean vms get move due,code/design_debt,272
messag except,code/design_debt,276
implement class old longer need,code/design_debt,280
error log api,code/design_debt,281
improv fix synchron memori leak improv fix synchron memori leak abl automat sinc key also fix synchron iter avoid,code/design_debt,284
remov unus compon,code/design_debt,292
move hardcod depend version properti tag,code/design_debt,294
remov code old,code/design_debt,297
updat updat use instal instal show use futur task task execut return futur repres task futur get method return null success complet,code/design_debt,304
simplifi implement,code/design_debt,314
improv clean support multipl url tri one work use simpl download scenario add test,code/design_debt,318
merg pull request code test clean duplic code object evalu jenkin pull request process keep code cleanup review comment handl deal warn code cleanup secur rule test remov file,code/design_debt,328
enhanc log,code/design_debt,338
fix javadoc memori issu environ may default set plugin caus build run memori kill travi host clean bad licens header format remov anymor use build current clean matrix build make build build script clear use,code/design_debt,340
initi workaround case matrix paramet,code/design_debt,343
port modul python port remov legaci code,code/design_debt,345
clean,code/design_debt,356
remov unnecessari annot,code/design_debt,365
minor clean,code/design_debt,373
refactor remov duplic creat common,code/design_debt,376
remov dead code,code/design_debt,379
polish javadoc,documentation_debt,387
merg pull request add miss option test,test_debt,395
add local dcheck macro fix dcheck bug also abl remov compil flag remov take place anoth patch work requir close squash follow commit wes mckinney fix comparison insid dcheck wes mckinney remov wes mckinney simpl dcheck macro fix dcheck failur,requirement_debt,398
refactor handl consum separ subclass motiv simplifi code statement subclass implement,code/design_debt,400
remov dead code cannot return null,code/design_debt,402
allow configur http compon remov use option compon doc,code/design_debt,419
unnecessari,code/design_debt,423
python write contain duplic valu parquet close squash follow commit add test parquet python write contain duplic valu parquet,code/design_debt,426
turn ignor unus runner modul exampl,code/design_debt,427
checkstyl,code/design_debt,428
test log,code/design_debt,431
disabl two flaki test,test_debt,432
import project info config setuppi fix debug,code/design_debt,437
remov unus revert plugin work,code/design_debt,441
fix bug caus write event file specifi time code cleanup updat default properti,code/design_debt,448
fix spell,documentation_debt,449
python fix remain typo typo instal document close squash follow commit fix typo,documentation_debt,452
ad annot,documentation_debt,458
activ assert,test_debt,464
rust datafus group express ignor aggreg express addit chang fix miss group express code style chang fix warn close squash follow commit merg branch master fix miss group,code/design_debt,465
minor cleanup close,code/design_debt,467
simplifi model bit data api,code/design_debt,468
still flaki test ignor chang propos pull request still flaki turn avoid break build turn back fix patch test jenkin close,test_debt,470
decis tree base follow chang node schema updat int int doubl boolean split doubl refactor implement close close squash follow commit fix style updat tree schema refactor implement import ad tree ad decis tree need,code/design_debt,480
fix javadoc warn via,code/design_debt,488
unnecessari log messag,code/design_debt,492
tidi,code/design_debt,496
ad test case show use name queri use annot mark consum method develop write method consum set flag updat step state etc also perform minor refactor move code core modul deal except handl reflect call,code/design_debt,502
cleanup,code/design_debt,508
clean karaf featur test,code/design_debt,523
remov header code due secur,requirement_debt,530
fix typo merg,documentation_debt,533
cleanup remov unus function,code/design_debt,536
temporarili remov test need plugin structur,test_debt,542
fix script proper cleanup old network rule vms dont chain rule fix name proper remov vms run host tri remov filter element list check action request perform add remov execut base execut command log debug method cleanup may use futur,code/design_debt,551
reduc also work includ confus,code/design_debt,557
merg pull request speed exampl,code/design_debt,565
renam registri group registri better,code/design_debt,566
simplifi compon configur,code/design_debt,576
memori leak issu new close,code/design_debt,582
fix log messag,code/design_debt,600
fix bad format changelog,code/design_debt,601
minor renam consist exampl apach karaf,code/design_debt,612
make map travers effici make map travers effici make map travers effici modifi review compil fail delet space,code/design_debt,615
code style cleanup,code/design_debt,617
rust datafus cast support thing remov code replac generic code evalu cast express add support cast arrow comput modul look like miss improv error messag add check avoid column index close squash follow commit andi grove test cast point type fix bug map andi grove test cast int type andi grove test cast int type andi grove check null cast andi grove add unit test cast andi grove revert commit andi grove revert ad cast support andi grove code cleanup andi grove improv error messag andi grove cast support datafus andi grove add support cast,code/design_debt,618
test use state sever test help prevent failur one test allow date leak test method ensur test cleanup elimin unnecessari extra leak,test_debt,619
ad renam method old valu model updat changelog,code/design_debt,625
fix listen shutdown leak,code/design_debt,627
format,code/design_debt,632
ad warn messag,code/design_debt,633
ad properti make configur client,code/design_debt,638
instal packag need robust handl instal script kill timeout,code/design_debt,643
ensur spill test actual spill mani test test spill dont actual spill patch fix ensur unit test actual catch potenti bug spill size patch refactor duplic code logic close,code/design_debt,650
made even effici ad optim,code/design_debt,651
client timeout also return detail connect status valid add timeout option queri,code/design_debt,653
initi workaround current work correct output line base need add test case implement block whole file base mode,test_debt,662
use rather map make sure execut chang propos pull request call map leav execut due evalu better use make sure execut output unus unit chang need prevent potenti issu execut map introduc userfac chang current code look caus problem patch test found run doubl check one one fix instanc across close,code/design_debt,667
javadoc typo,documentation_debt,668
increas test coverag class,test_debt,676
cleanup compon renam,code/design_debt,681
merg show info translat error,code/design_debt,686
option base segment announc via http instead zookeep option base segment announc via http instead zookeep address review comment make instead filter configur need updat segment initi call first segment list server address review comment remov size check requir anymor segment server announc process segment server cach segment fix checkstyl error,code/design_debt,692
initi implement review,code/design_debt,695
