text,label,document_index
remove unnecessary log,code_debt,589
merge pull request speed test without coverage,test_debt,590
fix,code_debt,591
fix flaky comparison,test_debt,592
improve exception messages binary missing,code_debt,593
fix connection leaks server connection need future getting connection wrong waiting close server need resource connection point view adding logs debug connection issues,code_debt,594
old value config causing infinite,code_debt,595
minor correction code using test file instead output file,code_debt,596
removed unnecessary path added sanity check,code_debt,597
throw changes proposed pull request currently throw specific patch tested closes,code_debt,598
avoid unnecessary runs unit test cases,test_debt,599
fix warnings contributed,code_debt,602
make consistent context fix typo,documentation_debt,603
minor code cleanup remove redundant code,code_debt,604
fixed formatting,code_debt,605
checkstyle,code_debt,606
remove unused files,code_debt,607
docs remove unused release since use theres need clean pretty,code_debt,608
temporary remove karaf plugin based karaf,code_debt,609
replace cglib running cglib source generated make includes configure script current build arrow arrow glib include run make slow run replace cglib closes squashes following commits yosuke shiro remove unnecessary environment variable yosuke shiro remove yosuke shiro remove running sutou kouhei use yosuke shiro check yosuke shiro remove unnecessary yosuke shiro enable test travis yosuke shiro remove build yosuke shiro replace cglib cglib running,code_debt,610
minor remove redundant check also include minor closes,code_debt,611
renamed method,documentation_debt,613
fix warning,code_debt,614
minor style improvement system make log field name static make remove unused make various functions,code_debt,616
add simplify code add add package,code_debt,620
remove test tested empty build,test_debt,621
remove,code_debt,622
fixed topics client http service url fixed topics client http service url fixed formatting fixed path use different topic names tests fixed formatting,code_debt,623
optimize display sql test print test context error checkstyle,code_debt,624
remove unused method add tests patch review jbellis,code_debt,626
javadoc typo,documentation_debt,628
fix missing,code_debt,629
removing warnings related code,code_debt,630
fixes leaks url complete version,code_debt,631
support table new needed currently rearrange logic based schema table add columns partition schema based may work index size logic complex handle dont use schema implemented map based rearrange changes proposed implemented map based rearrange introduce user interface change new added closes,code_debt,634
remove unnecessary main methods,code_debt,635
merge pull request remove internal class internal workaround return default value value null java map interface added method something efficient way returns default key doesnt code dont null values safe delete old class replace usage,code_debt,636
default policy avoid connection leakage contributed,code_debt,637
remove json type,code_debt,639
made easier use aggregation thread,code_debt,640
avoid unnecessary set matching long way performance issues dont think need create find calls change,code_debt,641
performance codegen compressed matrices patch makes following performance improvements codegen operations others compressed matrices sparse output matrices operations ensure explicitly output sparse rows done per row partition sparse rows order avoid number per row partition note row find value order avoid entire iterator find row partition also used codegen operations compressed matrices example dataset per image simple generated operator compressed input patch improved performance given codegen patch also includes fix iterator cases iterator row partition row,code_debt,642
delete unused interface closes,code_debt,644
temporary commit see work back build runs,code_debt,645
converted also generated static query set,code_debt,646
use standard cleanup remove old,code_debt,647
,code_debt,648
bug add log,code_debt,649
formatting,documentation_debt,652
fix checkstyle issues,code_debt,654
improve performance,code_debt,655
add tests verify fix whitespace within properties,test_debt,656
removed type check class,code_debt,657
add skip option able workaround,code_debt,658
removed dead code,code_debt,659
typo,documentation_debt,660
improve thread set need,requirement_debt,661
update include update include version removed duplicate package,code_debt,663
checkstyle,code_debt,664
improvements makes use generated query job make source fixes bugs handling query rename backwards change per feature theres much removes tests setting makes queries tested,test_debt,665
remove set docker image tool changes proposed pull request remove set docker image tool changes needed image tool prints information may confusing introduce userfacing change less information docker image tool patch tested docker image tool closes,code_debt,666
made log message slightly less,code_debt,669
fix function config update bug fix function config update bug add fix unit tests,code_debt,670
improve long lines removes whitespace files updates default used,documentation_debt,671
doc document format error format docs document format,documentation_debt,672
remove,code_debt,673
compiler add compiler,code_debt,674
remove unnecessary,code_debt,675
package manager added testing changed argument,test_debt,677
cleanup,code_debt,678
flaky reviewed,test_debt,679
clean error messages clean error messages catch exception command avoid parsing command result add set http header correctly catch exception execution better error,code_debt,680
added api one single api table config use simplify logic reduce redundant check table type,code_debt,682
arrow3544 create function registry multiple reduce build times refactored separate files function split across different files functionregistrycc approach build times little refactoring wes however based approach different may bit refactoring closes squashes following commits siddharth dave arrow3544 extremely long compile time functionregistrycc release mode clang removed registry removed unused header files code siddharth dave arrow3544 extremely long compile time functionregistrycc release mode clang fixed lint errors make format siddharth dave arrow3544 extremely long compile time functionregistrycc release mode clang added note internal use siddharth dave arrow3544 extremely long compile time functionregistrycc release mode clang siddharth dave arrow3544 extremely long compile time functionregistrycc release mode clang yet another refactor macros removed redundant comments siddharth dave arrow3544 extremely long compile time functionregistrycc release mode clang review comments refactored code bit removed unused includes etc siddharth dave arrow3544 extremely long compile time functionregistrycc release mode clang fixed make errors siddharth dave arrow3544 extremely long compile time functionregistrycc release mode clang review comments removed duplicate moved new header file added separate classes different function types initialization map classes common map siddharth dave arrow3544 extremely long compile time functionregistrycc release mode clang fixing whitespace issue make lint siddharth dave arrow3544 extremely long compile time functionregistrycc release mode clang refactored separate files function split across different files functionregistrycc approach build times little refactoring,code_debt,683
bugfix integration testing results npe properties small usability improvement,code_debt,684
split codegen info query plan sequence codegen info query plan long debugging console web page would readable codegen split sequence example example return string length string generated code string generated code changes proposed pull request add method split codegen info query plan sequence patch tested unit test please review pull request closes,code_debt,685
fix typo fix missing one many,documentation_debt,687
reduce logging introduced per feature,code_debt,688
improved coverage package table test case added remove instead use instead use remove instead use instead use,test_debt,689
fix fix,code_debt,690
disable test needed tests failures things little,code_debt,691
log show user component name query input,code_debt,693
unsafe,requirement_debt,694
updated readme point documentation instead updated use things make consistent convention,documentation_debt,696
log warning response api adds logging case exceptions api,code_debt,697
skip redundant patch reviewed,code_debt,698
fix infinite writing client patch closes,code_debt,699
skip building examples tests action options enabled versions dont implement yet ignore print warning,requirement_debt,700
remove unused parameter closes,code_debt,701
added code new format optimize fixed fixed style fixed issue added read fixed style refactored code added read updated code format less fixed group queries refactored format new interface fixed complex query fixed comments,code_debt,702
unnecessary check add log,code_debt,703
make upgrade progress readable,code_debt,704
delete support cleanup,code_debt,1
hotfix fix dead code error fixes two apache dead code type test type test thus makes body dead change order tests please behavior commit found note,code_debt,3
cluster config group,code_debt,10
fix npe thread safe,requirement_debt,13
remove redundant data class remove data class replace method call information multiple,code_debt,15
minor remove old config file,code_debt,16
support removed,code_debt,18
simplified key names handling,code_debt,22
fixed memory leak proper output bugs fixed time given based class doesnt directly use fixes place,code_debt,30
cleanup,code_debt,32
avoid using hard data unit contributed,code_debt,37
remove unused,code_debt,40
tests bit,test_debt,55
simplify sql,code_debt,62
make configurable make options configurable work around set see also setting actually used,code_debt,67
fixes tests related indexer process fixes tests related indexer process bugs fixed would segment servers used work broken fixed adding method updating always method returns true task types way would called run order fixed updating ensure called run tasks properly handle complex introduced order fix test changes add new config indexer instead introduce environment variable start indexer duplicate tests run indexer mode various adjustments errors docker build scripts various adjustments speed integration tests reduce memory usage add another approach update check eliminate unused javadoc updates added make clear side related bug task clarified called run already clarified message clarified message fix script fix sanity check script fix lines test doc adjustments additional tests adjustments tests split back revert change set indexer capacity match bump memory bump memory bump broker memory,test_debt,68
reduce,code_debt,77
remove redundant,code_debt,80
remove deprecated methods changes proposed pull request remove methods deprecated patch tested existing tests closes,code_debt,84
redundant type argument,code_debt,89
merge pull request remove unused imports,code_debt,107
fixed hard script,code_debt,108
memory leak shutdown closes,code_debt,109
change manager params changes function calls line large number parameters makes easier read makes better fixes,code_debt,116
simplify,code_debt,128
csv performance improved csv write output,code_debt,129
enhance test coverage module,test_debt,141
renamed renamed related streaming existing unit tests closes,code_debt,142
improve test,test_debt,143
add logic core update spark use removing unnecessary within python,code_debt,157
fixed infinite loops,code_debt,158
added unit test based,test_debt,171
fix flakiness multiple servers way check servers get cause flakiness tests fix start one server added keep coverage multiple multiple servers,test_debt,172
style,code_debt,176
formatting logic changes made tested syntax errors added,code_debt,180
polished,code_debt,182
test works however uses features yet implemented string things added make work still using test file old one,requirement_debt,183
remove redundant code build remove references code,code_debt,185
changed tests integration tests change build time system,test_debt,192
server double check host capacity startmigrate start host host check capacity one take seconds host startmigrate resource host changed startmigrate multiple vms would better double check host capacity start host includes fix capacity startmigrate,code_debt,204
module needs implemented,requirement_debt,205
minor cleanup based feedback review request,code_debt,206
fixed possible resource leak write thread,code_debt,209
make dependency optional,code_debt,212
minor remove unused correct comment typo,code_debt,213
typos,documentation_debt,221
changes proposed pull request use instead changes needed better performance could existing simplify model introduce userfacing change patch tested existing closes,code_debt,225
minor upgrade improvements performance improvements release support compile improved build script speed even better support performance improvements configuration execution phase improvements build time performance tests changes build script start improvements closes,code_debt,226
add iterator remove unnecessary configuration parsing configuration configuration read unnecessary done table properties instead use explicitly pull data needed configuration reduce,code_debt,227
fix context longer redundant like closes,code_debt,236
fix typos,documentation_debt,240
improved logging long dont cause,code_debt,244
improve formatting pretty prints closes squashes following commits improve formatting pretty prints,code_debt,248
client exceptions,code_debt,249
flaky due client contributed,test_debt,250
page page change page add missing license add license,documentation_debt,262
clean vms get moved due,code_debt,272
message exception,code_debt,276
implement class old longer needed,code_debt,280
error logging,code_debt,281
improve fix synchronization memory leak improve fix synchronization memory leak able automatically since keys also fix synchronization avoid,code_debt,284
remove unused,code_debt,292
moved hardcoded dependency versions properties tag,code_debt,294
remove code old,code_debt,297
update update use install install uses future task task execution returns future task get method return null,code_debt,304
simplify implementation,code_debt,314
improvements support multiple try one works use simple download adds tests,code_debt,318
merge pull request code test duplicate code jenkins pull request process keep code cleanup review comments warnings code cleanup security test remove files,code_debt,328
logging,code_debt,338
fix javadoc memory issues environment may default build run memory travis host clean bad license header formatting remove anymore build current clean matrix build make build build script clear use,code_debt,340
initial workaround case matrix parameters,code_debt,343
port modules python port remove legacy code,code_debt,345
clean,code_debt,356
remove unnecessary annotation,code_debt,365
minor clean,code_debt,373
refactor remove creating common,code_debt,376
remove dead code,code_debt,379
polished javadoc,documentation_debt,387
merge pull request add missing option tests,test_debt,395
add dcheck macros fix dcheck bugs also able remove compiler flag removing take place another patch work required closes squashes following commits wes mckinney fix inside wes mckinney remove wes mckinney simple dcheck macros fix dcheck failures,requirement_debt,398
refactored handling consumer separate motivation simplified code implementation,code_debt,400
remove dead code cannot return null,code_debt,402
allow configure http component remove use options component docs,code_debt,419
unnecessary,code_debt,423
python write duplicate values parquet closes squashes following commits add test parquet python write duplicate values parquet,code_debt,426
ignore unused modules example,code_debt,427
checkstyle,code_debt,428
tests logging,code_debt,431
disable two flaky tests,test_debt,432
import project info config setuppy fix debug,code_debt,437
remove unused plugin work,code_debt,441
fixed bug caused write event files time code cleanup updated default properties,code_debt,448
fixed,documentation_debt,449
python fixed typo typo install documentation closes squashes following commits fixed typo,documentation_debt,452
added annotations,documentation_debt,458
active,test_debt,464
rust datafusion group expression expression addition change fixing missing group expressions code style changes fixed warnings closes squashes following commits merge branch master fix missing group,code_debt,465
minor cleanup closes,code_debt,467
simplify model bit data api,code_debt,468
still flakiness tests ignore changes proposed pull request still flakiness avoid breaking back fixes patch tested jenkins closes,test_debt,470
decision based following changes schema updated int int double boolean split double refactor implementation closes closes squashes following commits fix style update tree schema refactor implementation imports added tree added decision tree need,code_debt,480
fix javadoc warnings via,code_debt,488
unnecessary log message,code_debt,492
tidy,code_debt,496
added test case use query using annotation mark method write method set flag update state etc also performed minor refactor move code core module exception handling calls,code_debt,502
cleanup,code_debt,508
clean karaf feature test,code_debt,523
remove header code due security,requirement_debt,530
fix typos merge,documentation_debt,533
cleanup remove unused functions,code_debt,536
temporarily removed test need plugin structure,test_debt,542
fix script properly cleanup old vms dont rule fixes name properly removes vms running host trying remove filter list check action request performed add removed execute based command log debugging method cleanup may used future,code_debt,551
reduce also work include confusing,code_debt,557
merge pull request speed example,code_debt,565
rename registry group registry better,code_debt,566
simplify component configuration,code_debt,576
memory leak issue new closes,code_debt,582
fix logging message,code_debt,600
fix bad formatting changelog,code_debt,601
minor consistent example apache karaf,code_debt,612
make map traversal efficient make map traversal efficient make map traversal efficient review compile fail delete,code_debt,615
code style cleanup,code_debt,617
rust datafusion cast support things removes code code cast expressions adds support casting arrow module like missed error messages adds check avoid index closes squashes following commits andy grove tests casting point types fix bug andy grove tests casting int types andy grove tests casting int types andy grove check null cast andy grove add unit test casting andy grove revert commit andy grove revert adding cast support andy grove code cleanup andy grove improve error messages andy grove cast support datafusion andy grove add support casting,code_debt,618
test use state several tests prevent failures one test allow date leak test methods tests cleanup eliminate unnecessary extra,test_debt,619
added renamed methods old values model updates changelog,code_debt,625
fix shutdown leaks,code_debt,627
format,code_debt,632
added warning message,code_debt,633
adding property make configure clients,code_debt,638
needs handle script timeout,code_debt,643
ensure tests actually many tests test dont actually patch fix ensure unit tests actually catch potential bugs size patch refactoring duplicate code logic closes,code_debt,650
made even efficient added,code_debt,651
client timeout also returns connection status adds timeout options query,code_debt,653
initial workaround currently works correctly output line based need add test cases implement whole file based,test_debt,662
use rather map make sure execute changes proposed pull request calling map due better use make sure output unused unit changes needed prevent potential issues map introduce userfacing change current look causing problem patch tested found running double one one fixed across closes,code_debt,667
javadoc typo,documentation_debt,668
test coverage class,test_debt,676
component,code_debt,681
merge show info errors,code_debt,686
optional based segment via http instead zookeeper optional based segment via http instead zookeeper address review comments make instead configured needed update segment initialization called first segment list servers address review comments remove size check required anymore segment servers segment server fix checkstyle errors,code_debt,692
initial implementation reviewed,code_debt,695
