text,label,document_index,subset
assum given version notic licens file chang safe assumpt make dubious whether possibl pull notic file automat would pull everi notic file isnt realli necessari someon would check content pull notic file ensur everyth make pull licens automat ever check releas time releas time depend need check there much check peopl like give quick glanc without actual check depend would prefer work manual check depend occur part develop process time updat depend time smaller subset depend chang review care submitt abl take time review abl give depend full attent licensenotic updat version depend shouldnt need look licensesnotic dont chang within singl version,code/design_debt,279,train
use logger would standard see log netbeanshttpbitsnetbeansorgdevjavadocorgopenideutilorgopenideutildocfileslogginghtml document,code/design_debt,282,train
fail test coupl minor comment look good test pass,documentation_debt,283,train
remov unnecessari includeelasticsearch5 profil sinc activ condit usag jdk8 alway true run mvn command flink flinkconnector check reactor includ es5,code/design_debt,285,train
seem like doesnt support special charact column name keep support,requirement_debt,286,train
tldr agre fine note dig around synchron code look synchron block emitintern synchron entitymanagementsupport instanc call getsubscriptioncontext call publish synchron localsubscriptionmanag instanc getsubscriptionsforentitysensor howev think trust entitymanagementsupport localsubscriptionmanag call alien code hold lock therefor safe respect code abstractent abstractgroupimpl look bit scari first get lock valu object either abstractgroupmemb abstractentitychildren kindof understand pattern avoid would nicer instead didnt call alient code hold lock valu that bigger discuss,code/design_debt,287,train
yeah go end get thing say drop one leav right probabl doesnt matter one lazi give optim chanc possibl improv thing actual execut,code/design_debt,288,train
mayb descript name get,code/design_debt,289,train
function seem use,code/design_debt,290,train
that use stateassignmentoperationoperatorsubtaskstatefrom share logic didnt want use stateassignmentoper constructor realli annoy fulfil that valid concern howev write itcas might also overkil wouldnt necessari test everi state backend make sure introduc quirk deserialis,code/design_debt,291,train
anshuman87 thank tri could specif set adapt evalu work occas repeatnumb measureopt big number like 500 accord experi result paper search effici outperform base autotvm transform encod tune case,code/design_debt,293,train
ad back test improv comment,documentation_debt,295,train
use new matrixblockscalarobject newoutputgetdoublevalu instead,code/design_debt,296,train
get rid dead code uncom add coverag,code/design_debt,298,train
point duplic iffunctionbuilderappli code one differ line better instanti iffunctionbuilderappli null object input argument empti iffunct,code/design_debt,299,train
doc format,documentation_debt,300,train
part chang variabl devid type listlong instead liststr convers int string convert string long seem unnecessari simpli abl note code includ fix two comment made code,code/design_debt,301,train
aim clean packag name mismatch pass jenkin,code/design_debt,302,train
environ misspel line 348 correct typo,documentation_debt,303,train
note chang python compat sinc long remov python add someth similar follow httpsgithubcomapachebeamblob8d854d4ce0365a8e201b388618d7732f000c65b9sdkspythonapachebeamtransformscombinerspyl39,code/design_debt,305,train
might chang type call nullabl nonnul howev simplifi allow return node differ type type match simplifypreservingtyp use,documentation_debt,306,train
ijuma mean ad comment updat ticket descript test java crc32 perform test one use use crc32 perform java,test_debt,307,train
issu rat wouldnt deal jsjsx file way linter like lot file touchup rodent small app havent push pypi yet could becom altern rat also wasnt awar gitignor see took care ratignor,code/design_debt,308,train
dbtsai batch artifici neural network perform improv httpsgithubcomapachesparkpull1290issuecomment70313952,code/design_debt,309,train
origin code ignor newnam intend,code/design_debt,310,train
sound correct subsequ tri tri parallel suppos that pretti good evid parallel unless anyon els speak think sentenc remov,code/design_debt,311,train
michaelandrepearc code cleanup noth would bring valu releas note commit would enough record chang someon creat jira would task improv featur bug valu releas note,code/design_debt,312,train
name transactiongener simplic,code/design_debt,313,train
adress issu comment ad commit squash respect parent commit ad withclu statement action test drop unneed test rewrit cliactiontest scala refactor withactiv helper format nit testutil refactor runcmd remov obsolet helperclass renam ruletest ad comment rewrit cliruletest scala ad new testhelp,code/design_debt,315,train
general would use kleen term use throughout rest doc say sth like loop simpli oneormor addit would also consist use oper pattern doc pattern sequenc compos pattern stick kleen oper loop pattern oneormor pattern,documentation_debt,316,train
less code bad idea creat unnecessari state move tabl two field hex object,code/design_debt,317,train
actual dont need valueof remov,code/design_debt,319,train
nit think line 6870 remov avoid confus look like abandon legaci code thank fix,code/design_debt,320,train
add test case cover complex dag,test_debt,321,train
fix spell src,documentation_debt,322,train
use link fail github job one label detail select rerun job would rerun github base job potenti caus flaki test think good enough,test_debt,323,train
thank review anmolnar pleas take look unit test get chanc address comment also add document separ commit,documentation_debt,324,train
abhiy13 short javadoc pleas,documentation_debt,325,train
letlist everywher put common file,code/design_debt,326,train
answer countdown stuff use figur comput complet pleas add doc,documentation_debt,327,train
singl class name variabl name reflect,code/design_debt,329,train
nit one step would store checkpointbrief pendingcheckpoint instead collect that probabl scope,code/design_debt,330,train
per offlin discuss let chang unusedclasspath someth,code/design_debt,331,train
yeahthi seem one place tablenam git confus,code/design_debt,332,train
prefer address non sep1 relat suggest separ aw larg chang bloat import chang,code/design_debt,333,train
nit better node1nodetoolresultdisableautocompact netstatstestassertssuccess rather exec instanc,code/design_debt,334,train
recommend inlin method readabl exist code current way readabl,code/design_debt,335,train
fix one spell mistak,documentation_debt,336,train
executor run local task job run airflow task run achiev pass airflow task run object subprocesscheckcal limit creat new executor necessarili want start new process start local task job fork process instead creat could achiev similar effect process back argument list ugli hack solut refactor code executor pass localtaskjobdeferredrun object contain detail inform particular executor could creat command need facilit develop executor httpscwikiapacheorgconfluencedisplayairflowaip293aawsfargateexecutor aelzeini httpscwikiapacheorgconfluencedisplayairflowaip283aaddasyncexecutoropt dazzacod httpscwikiapacheorgconfluencedisplayairflowaip25theknativeexecutor dimberman httpsgithubcomapacheairflowpull6750 nuclearpinguin also made debugexecutor code simpler nuclearpinguin issu link airflow6334httpsissuesapacheorgjirabrowseairflow6334 read pull request guidelineshttpsgithubcomapacheairflowblobmastercontributingrstpullrequestguidelin inform,code/design_debt,337,train
add space undefin,code/design_debt,339,train
abhishekagarwal87 knusbaum shouldnt hurt much let appli address broader consider anoth issu one thing like see status backpressur queue show percentag show whether queue meet condit trigger backpressur,code/design_debt,341,train
regard oper whole discuss past constraint most inherit would need address refactor base sure time though wait legaci runner goe away still signific work portabl runner becom adequ replac java pipelin,code/design_debt,342,train
worth javadoc even though method small behaviour nonobvi wasnt clear look care would increment iter sometim call next time,documentation_debt,344,train
yes would nice could get rid case somehow make option deal possibl pvaluepipelin none throughout code base went back forth whether make arg option simpli ignor error method think decid method common case thus need protect nonevalu throughout code,code/design_debt,346,train
remov comment code,documentation_debt,347,train
that great point moment think consist packag privat advantag keep public allow use class unit test resid packag,code/design_debt,348,train
sync necessari,code/design_debt,349,train
sorri wasnt clear point doesnt fail time fail delay unrel patch merg ignor reenabl later actual ship releas need find way actual fix flaki,test_debt,350,train
keep oldstyl mayb better,code/design_debt,351,train
think good take opportun like general code cleanup vacat week look split two commit get back,code/design_debt,352,train
even wrap column name backtick like abc still handl insid column name special think fragil use special char split name part put name part unresolvedattribut direct,code/design_debt,353,train
see thread daemon systemexit viabl immedi stop daemon thread yeah thread need shut clean somehow shutdown process could shutdown hook,code/design_debt,354,train
nit none seem ungrammat,code/design_debt,355,train
reus exist method ozonefsutilsaddtrailingslashifneededkeynam instead,code/design_debt,357,train
yes talk dbtsai want add lock block insid docleanupshuffl given price duplic messag executor sure worth overhead keep track mani lock,code/design_debt,358,train
ideal get token call python method direct call endpoint retest login endpoint would better avoid,code/design_debt,359,train
current 16x branch fail multipl pipelin centoscpu centosgpu pipelin due httpjenkinsmxnetciamazonmlcomblueorganizationsjenkinsmxnetvalidation2fcentoscpudetailv16x51pipelin flaki test unixcpu mkldnn edg pipelin,test_debt,360,train
ts4038 redund isdigitb logformatparseescapestr,code/design_debt,361,train
bad idea two issett method pls consid combin one singl issett method,code/design_debt,362,train
nit capit author pleas sinc titl nit there bit format text like enclos class name backtick think would worth ad note provid say gremlin server support author featur featur tinkerpop requir graph provid part agreement client server graph provid may choos implement method author manner see fit would say similar import callout box probabl ad refer document alert user notion final draw closer final bodi work neat new featur upgrad document perhap user face document updat read bit saw link user document pagethat could suffic think featur right sens user write authorizor think could popular featur mean front face document,documentation_debt,363,train
correct javadoc list written html style like test though care,code/design_debt,364,train
readi merg approv kaisun2000 connect leakag customrestclientimpl caus timeout wait connect fix issu consum entiti releas content stream connect,code/design_debt,366,train
method use test current pleas add shutdown method zookeeperserv quorump class,code/design_debt,367,train
use someth like instead otherwis throw uncaught except cpu machin,code/design_debt,368,train
check whether file zipformat must read actual content user specifi dfs url check introduc addit suffix check also hard mani file format actual zip format mayb rewrit doc string detail tell user file format actual support better choic,documentation_debt,369,train
new command heron exampl list heron exampl run cluster exampleid patch provid easier command get heron exampl run,code/design_debt,370,train
correct allow user manipul executorresourcerequest multipl time origin intent class would immut made thing less user friend origin class got creat user allow modifi multipl time could multipl thread someth miss origin rework,code/design_debt,371,train
thank pull request cant chang privat public like make api difficult maintain long run justifi need cant work around user side,code/design_debt,372,train
dongjoonhyun clear think problem postgresdialect indic cascad enabl default postgr isnt case postgr doc show correct mention previous comment spark doesnt use cascad especi consid method edit bit odd think plan open differ jira ticket add work outsid scope current jira,code/design_debt,374,train
set skipmessagenul effect skiptestexcept sinc version xunit support think comment use null run test could bit explicit think,code/design_debt,375,train
travisci remov environ variabl build matrix use cach job activ mysql servic servic need activ xvfb servic necessari possibl remov bower cach remov mani complic line travisci give test name instal conda previous instal twice testinginstallrsh testinginstallexternaldependenciessh remov rcach instal conda quit fast delet testinstallrsh longer use ignor test heliumapplicationfactorytestjava get junit test run ide remov exclud travisyml remov deprec warn mavensurefireplugin helium work better absolut path relat path path good idea local test remov jvm languag depend assert improv httpsissuesapacheorgjirabrowsezeppelin5024 travisci httpstravisciorggithubreamerzeppelinbuilds723116251,code/design_debt,377,train
lgtm thank cleanup shafaqsiddiqi scenario compon still fail debug turn due kmean converg merg fix hardcod maximum iter kmean format issu vector part choleski comput chang ran fine,code/design_debt,378,train
sorri comment old close featur complet implement seem schedulerjob class use complet differ method load dag webserv etc schedul task packag dag sinc consid raw python file,requirement_debt,380,train
typo also ever need set task version afterthefact,documentation_debt,381,train
there cruft ought remov ill make addit chang merg,code/design_debt,382,train
treemap use origin groupbyengin code move goal creat interfac move typespecif code chang function generallytarget perform optim,code/design_debt,383,train
instead concurrenthashmap actual move disk back map cleanup datastructur pain becom extrem larg particular iter algo fortun case need last entri lru scheme disk back map work beauti use mapdb mapoutputtrackerwork work beauti rxin might particular interest sinc look reduc memori footprint spark mateiz mention earlier,code/design_debt,384,train
intent optim reduc one systemnanotim call per tupl execut new commit optim remov simplifi reason much easier understand,code/design_debt,385,train
curios fail sometim travi local discov program level log anoth thing came mind long run need complex way configur retri polici understand number retri fix see issu long run program fail oper normal time point fail fix number retri,code/design_debt,386,train
think would clear string match regex add extra complex setproperti,code/design_debt,388,train
btw code thisgetrootgetclustergetmetadataquerysupplierget confus lot pleas explain need fresh new relmetadataqueri instanc couldnt use instanc alreadi exist reloptclustergetmetadataqueri check almost isvalid case reloptrulecal circl even got fresh new instanc add new interfac reloptclustergetmetadataquerysuppli debug refactor,code/design_debt,389,train
instead prevent user creat storagelevel offheap true replic add check storagelevel constructor throw except make one otherwis nobodi understand code ad,code/design_debt,390,train
sinc dont need old index shall remov obsolet index,code/design_debt,391,train
agre matter gunicornnginx support long header carri referr request header much think add upper limit necessari lose queri state mistercrunch think use localstorag save queri state good idea use alreadi exist generat impress key uniqu everi page load impress key store queri state support redo undo like dashboard edit,code/design_debt,392,train
sorri late repli siji notic chang wonder necess expos whole admin client function user mayb discuss avail,code/design_debt,393,train
know inmemoryexternalcatalog hasnt implement interfaceseg,requirement_debt,394,train
thank huangzhenqiu overal look good also add case blink planner even though code path look still need test make sure logic work correct,test_debt,396,train
fail due flaki test creat ticket geode7319 propos solut,test_debt,397,train
unus,code/design_debt,399,train
pull request base httpsgithubcomapacheincubatormxnetpull10804 follow chang reduc ident chang prefer cudnn depthwis convolut mxnet implement still use explicit els endif statement new variabl effectivenumgroup solut backward code path compabl new variabl effectivenumgroup may confus reader standard group convolut,code/design_debt,401,train
minor fix typo,documentation_debt,403,train
singleton final instead,code/design_debt,404,train
also purpos sqllisten prevent multipl listen creat time think would better use atomicboolean dont creat anoth strong refer sqllisten might lot intern state could lead memori leak,code/design_debt,405,train
could add test multipl file case probabl think might abl use new filetmpfilecsvsetlastmodifiedxxx control timestamp,test_debt,406,train
useless import,code/design_debt,407,train
reus code file pull common structur helper function,code/design_debt,408,train
upper limit would suggest someth like radiusmaxretri make clear,code/design_debt,409,train
spark11719 remov duplic decisiontreeexampl examplesml,code/design_debt,410,train
daanhoogland would limit 41500 41510 ad also 4141 conflict insert tabl cloudguesto upgrad 4150 notic comcloudupgradedao packag still need hope someon implement,requirement_debt,411,train
also useless,code/design_debt,412,train
worth ad test case also note relat discuss mail list altern suggest pick file given name classpath rather given directori person prefer approach file directori would allow easili increment add thing separ file upgrad version wonder nicer packag name orgapachebrooklyncoremgmtpersistdeserializingclassrenam imagin mani peopl put conf directori dont want creat realli deep nest directori anoth thing could add futur conflict chang renam first file renam second file current result would depend file process could would good predict fine defer,test_debt,413,train
remov entri upon task closur never clean could potenti evergrow map,code/design_debt,414,train
nit second brace match redund,code/design_debt,415,train
fix length byte array make sens interpret byte decim differ either i32 i64 reason could imagin use i32 i64 write decim parquet would ecosystem compat aka panda parquet reader assum decim store use type 2possibl better perform encod could use swage,requirement_debt,416,train
nit space indent,code/design_debt,417,train
lgtm cyrusjackson pleas take care checkstyl,code/design_debt,418,train
sorta ambival packag name look cratesio asf project packag use foo apach foo arrow shorter sweeter that problem,code/design_debt,420,train
chang propos pull request column jdbcodbc tab session info web hard understand add tool tip start time finish time durat total execut chang need improv understand webui introduc userfac chang patch test manual test,code/design_debt,421,train
think comput higher level produc two differ class lambda captur alloc iter,code/design_debt,422,train
nit indent,code/design_debt,424,train
nit includ byte like case,code/design_debt,425,train
mayb debug noisi,code/design_debt,429,train
fix typo error make context consist streamofword datastreamofword,documentation_debt,430,train
deserv comment someon doesnt simplifi back old code,documentation_debt,433,train
comment date,documentation_debt,434,train
todo releas document what littl bit obscur,code/design_debt,435,train
rare mark class final especi privat one reason make thing like mock class test complic exampl,code/design_debt,436,train
would prefer chang differ mayb allow alloc return empti buffer even close make bugsissu much easier understand get npe,code/design_debt,438,train
local compil packag speed slowbecaus need download much depend jar file maven depositori,code/design_debt,439,train
abhishekagarwal87 didnt spot look guava reloc depend could addit includ reloc stormredi possibl use alreadi reloc packag provid via stormcor would save resourc experienc mavenshadeplugin yet unfortun prefer,code/design_debt,440,train
propos optimis datetimeutilsrebasejuliantogregorianmicro rebasegregoriantojulianmicro function make faster use precalcul rebas tabl approach allow avoid expens convers via local timestamp exampl americalosangel time zone time point differ prolept gregorian calendar hybrid calendar julian gregorian sinc 15821015 chang time interv 00010101 21000101 differ microsecond prolept hybrid calendar local timestamp time interv local timestampi local timestampi1 microsecond time interv gregorian microsi gregorian microsi1 way rebas input micro follow step look tabl find time interv micro fall take differ calendar time interv add differ input micro result rebas microsecond local timestamp represent detail implement precalcul tabl store json file gregorianjulianrebasemicrosjson juliangregorianrebasemicrosjson resourc folder sqlcatalyst diff switch time point store second exampl json file generat test rebasedatetimesuit generat gregorianjulianrebasemicrosjson generat juliangregorianrebasemicrosjson test disabl default switch time point order old recent timestamp condit check test valid rebas record json file rebasedatetimesuit also size switch diff array check test hash map store switch time point diff microsecond precis avoid convers microsecond second runtim move code relat day microsecond rebas separ object rebasedatetim pollut datetimeutil test relat datetim rebas move rebasedatetimesuit reason place rebas via local timestamp separ method requir zone first paramet assum caller zone alreadi allow void unnecessari retriev default time zone method mark privatesql use rebasedatetimesuit refer implement modifi rebasegregoriantojulianmicro rebasejuliantogregorianmicro method rebasedatetim look rebas tabl first hash map dont contain rebas info given time zone method fall back implement via local timestamp allow support time zone specifi zone offset like 0800 make timestamp rebas faster save timestamp parquet file x38 faster load timestamp parquet file x28 faster load timestamp vector reader x46 faster ad test valid rebas record json file rebasedatetimesuit test valid json file resourc folder gregorianjulianrebasemicrosjson juliangregorianrebasemicrosjson check per time zone record number switch point equal number diff calendar number differ violat assumpt made rebasedatetimerebasemicro swith point order old recent timestamp precondit requir linear search rebasemicro function ad test optim micro rebas gregorian julian rebasedatetimesuit iter timestamp 00010101 21000101 step month check optimis function rebasedatetimerebasegregoriantojulianmicro return result nonoptimis one check perform utc pst cet africadakar americalosangel antarcticavostok asiahongkong europeamsterdam time zone ad test optim micro rebas julian gregorian rebasedatetimesuit similar check test rebas hybrid calendar julian gregorian prolept gregorian calendar rerun datetimerebasebenchmark americalosangel time zone set explicit 28127,code/design_debt,442,train
fileo null check kindof ugli thought make class extend outputstream instead bytearrayoutputstream make wrapper output stream might chang bytearrayoutputstream fileoutputstream think someth like make overrird function basic streamwhatev except write call switch thing anoth benefit switch happen old bytearrayoutputstream garbag collect wherea couldnt,code/design_debt,443,train
bhaisaab dont like maven use cherrypick realli argument backport difficult wors reason one use maven better adher convent maven world keep divers correct becom increas difficult time meet half way abandon first continu prove fwdmerg schedul sever version face issu respect well btw time 411 fix thing,code/design_debt,444,train
comment doesnt seem fit case perhap result refactor somewher along way shall move actual dead case,documentation_debt,445,train
look like your remov max spout pend also configur backpressur patch also touch mechan backpressur let address patch file issu remov todo,requirement_debt,446,train
provid test data say beforeaft appli patch mani duplic found respect imho make api concis possibl,code/design_debt,447,train
nit sinc accessor mayb could drop parenthesi,code/design_debt,450,train
tostr unnecessari,code/design_debt,451,train
nsuke switch consid long like two int high bit low bit combin valu like combin hashcod differ multipl factor doubl get long repres byte treat sinc chang valu also took chanc pick arbitrari constant combin worth though previous hashcod helper function pretti much describ effect java anyway ill rebas squash look jsiroi that good idea unfortun dont time moment,code/design_debt,453,train
get declar constant though doesnt pertain byte array couldnt find good place dont know reus much need,code/design_debt,454,train
test pleas,test_debt,455,train
feel slight odd pass set topic load cant think good way avoid perhap could pass metadatacach logmanag let startup call metadatacachegetalltop might riski though sinc chang startup order kafkaserv mayb look followup besid name seem strang mayb someth like topicstoload,code/design_debt,456,train
use option becom look cleaner,code/design_debt,457,train
instead use pythonvers variabl,code/design_debt,459,train
rddsetdoubl setdoubl may hard java user ask user input rddarraydoubl arraydoubl requir label order easier java user faster comput intersect set oper,code/design_debt,460,train
sxjscienc yeah cut lot code framework redund track tensor dim purpos feed reshap layer excit small increas option complex reshap layer pay larg decreas complex framework code,code/design_debt,461,train
use unwrap librari general bad idea possibl panic pleas use sinc your alreadi return result,code/design_debt,462,train
shutti got make lot sens wonder point would worthwhil unsaf arraycopi char string byte memori segment stream buffer basic bytewis logic serial would increas state size char would two byte might save cpu resourc ever experi someth,requirement_debt,463,train
reason catch throwabl instead specif except,code/design_debt,466,train
hmm avoid boilerpl seem like make code error prone develop forget overrid method trainer potenti support updat get error tri updat model futur wherea keep abstract forc develop think trainer support updat insert notimplementedexcept cautious,code/design_debt,469,train
nit unifi createyarnresourceforresourceprofil yarnalloc,code/design_debt,471,train
drop adaptor class name first read assum set test pertain http1 adaptor also class subclass object,code/design_debt,472,train
union union would better use basicoperationsunion automaton object rather mess around regex string,code/design_debt,473,train
would nice allow stage receiv complet verifi close channel also empti like test,test_debt,474,train
avoid creation new bytebuf modifi doublebytebuf messag newli comput checksum howev messag creation see memoryleak creat simpleleakawarebytebuf advancedleakawarebytebuf base resourceleak level instead doublebytebuf keep check,code/design_debt,475,train
actual somewhat problemat sinc two array might unequ unequ part mask parent bitmap exampl data technic equal even though children differ examin without mask parent bitmap suggest equal method accept inclus bitmap add lot complex emkornfield think,code/design_debt,476,train
share fine children parent make remov redund save lot garbag,code/design_debt,477,train
kafka9068 fix incorrect javadoc storesxxxsessionstor,documentation_debt,478,train
tri break new test method workersinktasktest multipl method actual made harder read,code/design_debt,479,train
could put comment promin place like begin class messag format ad timestamp timestamp type attribut use relat inner messag would use document format bit detail outer inner messag exampl timestamp type attribut set inner messag,documentation_debt,481,train
minor test coverag line 221 225 unit test,test_debt,482,train
reduc redund,code/design_debt,483,train
good catch add unit test queue input stream could inputstreamssuitescala,test_debt,484,train
type seem need sourc option also give default valu otherwis mayb make nonopt actual eslint rulehttpsgithubcomyannickcreslintpluginreactblobmasterdocsrulesrequiredefaultpropsmd proptyp world,code/design_debt,485,train
stream state open would clearer,documentation_debt,486,train
raven dont see probabl requir intern dns entri oper alway enter extern dns need see caus pain elsewher code,code/design_debt,487,train
thank much better solut work fine,code/design_debt,489,train
sure make sens ive got chang almost done need clean unit test,test_debt,490,train
would prefer listkeyvaluemap general easier work,code/design_debt,491,train
actual happi drop though updat document wiki suggest peopl use hub joshrosen rxin would one guy abl put line httpscwikiapacheorgconfluencedisplaysparkusefuldevelopertool process use verifi good drip,documentation_debt,493,train
name need messagetyp name use instead pass separ,code/design_debt,494,train
unnecessari semicolon end line,code/design_debt,495,train
let pass map mapglobalrebalancepreferencekey integ clusterconfig much rebalanc,code/design_debt,497,train
nullcount check null minvalu maxvalu use without similar check,code/design_debt,498,train
nitpick blank line comment like,code/design_debt,499,train
remov reportparseexcept alway true alway thrown handl depend config,code/design_debt,500,train
dont think realli need multipl webserv worker process refresh would lead confus state new list old way tell unless way make worker perform,code/design_debt,501,train
test case kvstore unit test case also need integr test ensur work expect,test_debt,503,train
call effect clone properti alreadi clone insid jdbc dont need,code/design_debt,504,train
okay catch ignor throwabl oom never ignor lead absolut unexpect situat best catch nonfatalex ignor log warn throwabl log warn rethrow,code/design_debt,505,train
lockeddriverst nest class within driver use outsid well complex enough class driverst nest class transit lock facilit function within,code/design_debt,506,train
consist zookeep replac zookeep match offici name,code/design_debt,507,train
classload wont help still need separ jvm jvm load class trys parent classload first class alreadi wont load need least one separ process dont like tri mani time separ jvm mayb tri like test codec may fail everi time sometim test fail also sure realli need test may get static checker find class initi subclass static initi prevent similar car futur,test_debt,509,train
abl singl run pkinesisasl pyarn phive phivethriftserv even think phive unnecessari think affect packag right phadoop22 unnecessari that default,code/design_debt,510,train
rdblue yea possibl tri adopt suggest make clear tableprovidergett take tabl metadata method signatur becom tableprovid anoth gettabl method need infer schemapartit previous method signatur make consist chang use properti mapstr string also renam loadtabl sinc need touch mani file anyway still keep old method signatur todo chang later much smaller,code/design_debt,511,train
work prepar flink11726 singleinputgatecr could remov unus paramet executionattemptid constructor singleinputg could remov unus paramet taskiometricgroup introduc createsingleinputg reus process creat singleinputg relat test chang trivial rework code cleanup without test coverag,code/design_debt,512,train
tianyouyangi qiuchenjian suggest pleas chang chines english pleas chang titl hotfixdoc fix format sql dmlofcarbondatamd avoid ambigu qiuchenjian origin sql doc actual two statement seper avoid ambigu thank,documentation_debt,513,train
actual want longmaxvalu seem error prone sinc normal thing ttl add current time caus overflow sentinel valu infinit ttl,code/design_debt,514,train
also correct would good includ test case case happen actual oper null valu store enum nullabl result schema correct oper like isnotnul work correct,test_debt,515,train
nit except duplic field caseinsensit mode test titl origin one verbos,code/design_debt,516,train
see comment issu abl reproduc evid declar flaki test unless there data would disabl test inform far prevent lower qualiti bar,test_debt,517,train
2237 administrationauth remov howev remov sidebard caus failur build websit remov administrationauth sidebar also remov codebas page doesnt make sens code chang happen frequent page quick becom outofd addit cleanup thing sidebar,code/design_debt,518,train
itd realli great unit test mani method performtaskassign method alreadi pretti lengthi unit test wherea seem lot permut branch would help confid theyd help regress test ifwhen get back code,test_debt,519,train
nit use api use jsonformatschema,code/design_debt,520,train
thanx vinayakumarb check seem comment isnt come problem check isnt come patch anyway build seem clean,documentation_debt,521,train
get bit confus seem currentworkerassign mutat caus differ,code/design_debt,522,train
except messag look bit confus say given type support support certain type javautillist javautilmap,code/design_debt,524,train
also think difficult appli new style checker new code clean code originmast style checker suggest merg enforc new style develop develop check style code chang,code/design_debt,525,train
erikdubbelbo make sens pleas add comment code use add unit test verifi function,test_debt,526,train
indent hook,code/design_debt,527,train
test probabl name testzkclientasyncfailuremetr sinc new code ad metric aync function alreadi cover exist test said check whether possibl add metric test exist test mock result would save one addit test file avail code path mani effort involv fine separ test pleas check zkclient monitor test,code/design_debt,528,train
improv implement gpu argwher ad httpsgithubcomapachetvmpull6868 use exclus scan see httpsgithubcomapachetvmpull7303 current implement argwher ineffici use atom updat write locat sinc thread compet singl locat effect make sequenti kernel moreov sinc output indic need lexicograph sort current implement involv sort along axi sinc argwher liter instanc stream compact perfect applic exclus scan argwher simpli consist singl call exclus scan boolean flag array comput write indic compact use write indic copi element nonzero condit high parallel oper thus atom sort gone vast simplifi implement moreov also bring huge speed shown number milli sec pleas review zhiic laurawli mbrookhart tkonolig anijain2305 trevorm,code/design_debt,529,train
need use linkedhashmultimap key uniqu,code/design_debt,531,train
4490 cover case perform endtoend test snapshot found trace still aggreg correct fix problem sure test catch issu unfortun cannot provid better automat coverag contribut guidelin httpsgithubcomapachecamelblobmastercontributingmd,test_debt,532,train
rethink think better indic threshold also determin number thread parallel set zero negat number,code/design_debt,534,train
fix bug wherebi call registererror follow data set would return null null null null null null null null instead improv javadoc registererror also remov javadoc add anyth method name made code readabl time fix subtl error spock branch bug fix nonbreak chang fix issu styleguid httpswikiapacheorgjmetercodestyleguidelin,code/design_debt,535,train
want use decor also prevent regress schedul perform method critic optim use queri easili broken context manag allow detect regress regard,code/design_debt,537,train
get rid wingpumkldnn test altogeth still leav flaki wingpu seen build rough code window ami result far wingpu wingpumkldnn build number link 15 httpjenkinsmxnetciamazonmlcomblueorganizationsjenkinsmxnetvalidation2fwindowsgpudetailpr1780815pipelin httpjenkinsmxnetciamazonmlcomblueorganizationsjenkinsmxnetvalidation2fwindowsgpudetailpr1780814pipelin httpjenkinsmxnetciamazonmlcomblueorganizationsjenkinsmxnetvalidation2fwindowsgpudetailpr1780812pipelin httpjenkinsmxnetciamazonmlcomblueorganizationsjenkinsmxnetvalidation2fwindowsgpudetailpr1780813pipelin ofcours test local differ stori tell,test_debt,538,train
unus pleas remov,code/design_debt,539,train
regard name convent bindaddress addressbind think masterbindaddress read natur masteraddressbind support logic group addressrel config configur hierarchi better pars easili incorpor futur chang exampl futur chang could benefit addressbind form could includ work address explicit public advertis address case bind address public reachabl case complic network setup cloud servic infrastructur exampl lean toward serviceaddressaddresstyp name convent rather serviceaddresstypeaddress convent current open discuss name hard think,code/design_debt,540,train
nit also equal,code/design_debt,541,train
that side improv drop major goal comment fix problem datastreamwrit isnt purpos introduc datastreamwriterv2 rather provid symmetr user experi batch stream dataframewriterv2 end user run batch queri catalog tabl writer side wherea stream queri doesnt someth enabl problem describ previous comment simpli problem structur stream let explain end comment might go topic see dataframewriterv2 integr lot benefit fluent logic plan write node etc great datastreamwriterv2 think theyr key part writerv2 support catalog tabl simpli major reason regard problem structur stream kick incomplet state support continu mode structur stream basic concern continu mode rather appli hack workaround architectur limit one care communiti initi discuss earlier comment various prs think complet mode kick well mode address limit case treat one valid mode add much complex oper basic shouldnt support stream queri support complet mode vice versa mode doesnt fit natur use spark doesnt support true updat mode sink spark support updat mode sink content extern storag equival complet mode provid without dump output that miss featur queryabl state probabl simul complet mode via special state oper work updat mode specif microbatch support dsv1 also major headach lot pattern match microbatchexecut support dsv1 even therer workaround appli dsv1 29700 rememb answer discuss thread dsv1 stream data sourc expos public api great news see actionplan get rid someth dsv2 cannot cover function possibl dsv1 priorit address problem,code/design_debt,543,train
understand hardcod expect name convent would chang go continu nnnsnapshot convent name,code/design_debt,544,train
document need updat copi mkldnn array spars ndarray work,documentation_debt,545,train
yvsubhash right problem relat one snapshot xenserv work said howev sometim except happen copi snapshot secondari storag snapshot primari storag clean still investig tri find way solv problem btw thank repli,code/design_debt,546,train
nit need need reduc one space need,code/design_debt,547,train
nit pleas use upper case possibl list archiv,code/design_debt,548,train
possibl hundr place code quot left side insid follow prefer keep make code bit readabl,code/design_debt,549,train
like idea mean webfrontend show valu actual use even config make even nicer would cool show valu come config top show one default use second section add unit test check key configconst convert think easi check via enumer field class use reflect,test_debt,550,train
two line look duplic could remov duplic two line via follow,code/design_debt,552,train
look good definit cleaner,code/design_debt,553,train
convert bang ask avoid scari warn block remov,code/design_debt,554,train
